Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
regulation of TORC1 signaling (GO:1903432),-0.5393771207786843,-1.8233364814322115,0.0,0.13064607172607304,35,25,ATM;SIK3;RRAGC;STK11;CASTOR2;RRAGB;CASTOR1;BMT2;CLEC16A;FLCN;SMCR8;ITFG2;SEH1L;KLHL22;GPR137B;KPTN;RRAGA;SZT2;PIP4P1;LAMTOR5;PIH1D1;SPAAR;TELO2;DGKQ;GPR137,KLHL22;GPR137B;KPTN;RRAGA;SZT2;PIP4P1;LAMTOR5;PIH1D1;SPAAR;TELO2;DGKQ;GPR137
regulation of spindle assembly (GO:0090169),0.6196425007399079,1.9180285250467495,0.0,0.1994418910045962,25,23,NUMA1;CHMP5;TPR;CHMP4C;SENP6;CHMP2A;GPSM2;CHMP1A;VPS4B;DYNC1H1;CHMP2B;CHMP3;CHMP4B;CHMP1B;CEP97;PDCD6IP;EML3;DRG1;CCSAP;HNRNPU;SPAG5;PLK1;RNF4,NUMA1;CHMP5;TPR;CHMP4C;SENP6;CHMP2A;GPSM2;CHMP1A;VPS4B;DYNC1H1;CHMP2B
positive regulation of microtubule polymerization or depolymerization (GO:0031112),0.6596642649465453,1.942355912054588,0.0,0.2171700590938936,26,18,NUMA1;CLASP1;SLAIN2;OCLN;MET;DCTN1;AKAP9;PAK1;CLIP1;CDK5RAP2;ARL2;RPS3;MAPRE1;NAV3;KATNB1;PSRC1;RAC1;DRG1,NUMA1;CLASP1;SLAIN2;OCLN;MET;DCTN1;AKAP9;PAK1;CLIP1;CDK5RAP2
protein targeting to lysosome (GO:0006622),0.600088672189683,1.817971220252249,0.0,0.23268220617202887,20,18,CLU;HSPA8;NCOA4;RAB7A;AP3M1;ZFYVE16;M6PR;GCC2;GNPTAB;NEDD4;GGA3;LAPTM5;LAMP2;SCARB2;HGS;AP4M1;VPS4A;NAGPA,CLU;HSPA8;NCOA4;RAB7A;AP3M1;ZFYVE16;M6PR;GCC2;GNPTAB;NEDD4
regulation of DNA metabolic process (GO:0051052),0.503342595401553,1.8804502943487365,0.0,0.23933026920551542,46,41,SMARCAD1;NUCKS1;KDM1B;UPF1;PARG;MPV17;TOM1L1;SMG5;WDR70;SUB1;CDT1;UBE2V1;HNRNPD;YLPM1;WRNIP1;NBN;GRHL2;KAT7;UBE2V2;MYC;MPHOSPH8;HDAC8;SMG6;POLH;SIRT7;KPNA1;ZNF365;USP1;UBE2N;PIF1;XRCC5;TICRR;ALYREF;PDGFA;TERF2;SMG1;TERF2IP;THOC1;WDR18;KPNA2;CDK9,SMARCAD1;NUCKS1;KDM1B;UPF1;PARG;MPV17;TOM1L1;SMG5;WDR70;SUB1;CDT1;UBE2V1;HNRNPD;YLPM1
regulation of protein localization (GO:0032880),0.49643260930471234,1.8415742410559903,0.0,0.24502860894850392,66,47,PLEKHM2;CEP290;PICALM;DVL1;FKBP1A;UFL1;RABGAP1L;CSNK1E;RAB14;TPR;RSL1D1;MAPK8;SUMO1;DLG1;TESK1;TMEM231;MAP2;HSP90AA1;RAB9A;TRIML2;KDM1A;TRIM38;TRIM34;RACK1;STX6;USP8;TRIM68;AAK1;ZDHHC7;TRIM25;TRIM17;DVL3;NKX3-1;TRIM14;HSP90AB1;CTSD;FBXW7;PARP1;AFDN;BORA;PPM1F;TRIM5;TRIM21;DNAJB6;VPS4A;MMD;STX10,PLEKHM2;CEP290;PICALM;DVL1;FKBP1A;UFL1;RABGAP1L;CSNK1E;RAB14;TPR;RSL1D1;MAPK8;SUMO1;DLG1;TESK1
Golgi organization (GO:0007030),0.4437991480553787,1.8598637983376014,0.0,0.24597833223900192,130,94,PLEKHM2;BLZF1;TRAPPC8;ARL1;CLASP1;ARHGAP21;SEC23IP;SURF4;PDCD10;CSNK1A1;ATP8B1;OBSL1;PRMT5;STX16;NPLOC4;STK25;UBXN2B;TRAPPC11;TRAPPC12;GOLGA5;GCC2;TMED7;ATL2;TANGO2;GBF1;GOLGA2;STX17;COG7;SEC16A;SEC22B;ARHGEF7;VTI1A;COG1;ARFGEF1;LYSMD3;CDC42;TMED5;RAB29;BET1;COG2;VMP1;TMED4;PI4K2A;GOSR2;CSNK1D;STX5;YWHAZ;GOLGA8A;CDK1;ZW10;GOLGA8B;RAB2A;TJAP1;LMAN1;OPTN;STX6;DYM;CLASP2;BCAS3;USP6NL;UBXN2A;HTT;TMED2;COG4;MYO18A;ATL3;VRK1;PI4K2B;PLK3;FHDC1;LMAN2;HUWE1;CUL7;GOLGB1;GORASP1;TMED10;VAMP4;TBC1D20;FAM174B;GOLPH3;GORASP2;VTI1B;BAG5;VPS51;LMAN2L;TMED1;GOLPH3L;TMED3;RAB43;NSFL1C;COG3;GAK;TMED9;RAB1A,PLEKHM2;BLZF1;TRAPPC8;ARL1;CLASP1;ARHGAP21;SEC23IP;SURF4;PDCD10;CSNK1A1;ATP8B1;OBSL1;PRMT5;STX16;NPLOC4;STK25;UBXN2B;TRAPPC11;TRAPPC12;GOLGA5;GCC2;TMED7;ATL2;TANGO2;GBF1;GOLGA2;STX17;COG7;SEC16A;SEC22B;ARHGEF7;VTI1A;COG1;ARFGEF1;LYSMD3;CDC42;TMED5;RAB29;BET1;COG2;VMP1;TMED4;PI4K2A;GOSR2;CSNK1D
negative regulation of protein localization to plasma membrane (GO:1903077),0.6224939965473066,1.8185486887344837,0.022222222222222223,0.25705843729481287,21,15,DAB2;PICALM;NUMB;PPP2R5A;RHOQ;AP2M1;TMEM59;RSC1A1;CSK;CLTC;PPFIA1;GBP1;TMBIM1;BCL2L1;PKDCC,DAB2;PICALM;NUMB;PPP2R5A;RHOQ;AP2M1;TMEM59;RSC1A1;CSK
Fc-gamma receptor signaling pathway (GO:0038094),0.47714363602923426,1.7987566801183548,0.0,0.25987882767265563,72,50,LIMK1;NCK1;MAPK3;BAIAP2;ARPC3;ARPC1B;MYO1C;WASF2;PLD2;GRB2;ARPC2;PIK3CB;NCKAP1;PIK3CA;PLCG1;PTK2;MAPK1;SYK;PAK1;CDC42;VAV1;WASL;LYN;HSP90AA1;ACTG1;ACTR2;PLA2G6;ARPC1A;ABL1;ELMO2;ACTR3;ACTB;RAC1;PIK3R2;DOCK1;CYFIP1;NCKIPSD;HSP90AB1;YES1;PRKCD;ABI1;CRK;FYN;ARPC5;MYO10;WIPF2;BRK1;VAV2;SRC;ARPC4,LIMK1;NCK1;MAPK3;BAIAP2;ARPC3;ARPC1B;MYO1C;WASF2;PLD2;GRB2;ARPC2;PIK3CB;NCKAP1;PIK3CA;PLCG1;PTK2;MAPK1;SYK;PAK1;CDC42;VAV1;WASL;LYN;HSP90AA1;ACTG1;ACTR2
organelle organization (GO:0006996),0.3385435688738833,1.7632978886135242,0.0,0.2627940210884091,420,310,SLC9A3R1;RAB18;PLEKHM2;NUMA1;BLZF1;TRAPPC8;ARL1;RAB3GAP1;DIAPH1;GABPA;CLASP1;ARHGAP21;RAB7A;CFL1;FGD3;SEC23IP;SURF4;AJUBA;CSNK1A1;ATXN7;PDZD8;ATP8B1;RAB14;OBSL1;CENPT;CHMP5;CHMP4C;NIPSNAP2;RHOT1;TTC17;PPID;TMEM11;MTERF1;PLD2;TOR1A;NPLOC4;PRKCI;YME1L1;RHOT2;STOML2;MTFR1;UBXN2B;ADCK1;SMPD4;TRAPPC11;TRAPPC12;SAR1B;ZFYVE16;GOLGA5;ALAS1;ZMYM4;EIF2AK3;TMED7;FNBP1L;MIA3;SH3D19;ATL2;SH3KBP1;TANGO2;GBF1;BSCL2;LIG4;GOLGA2;STX17;CHMP2A;VPS13C;COG7;SEC16A;AUP1;BCS1L;CHMP1A;YTHDF2;VPS4B;REEP6;IQCG;SAR1A;ARHGEF7;COG1;CAV1;PEX3;ARFGEF1;LYSMD3;CDC42;LIMD1;CXADR;TNFAIP3;PPRC1;WASL;TMED5;CHMP2B;RANBP9;PIKFYVE;RAB29;FGD6;COG2;MDK;VAPA;ABCD4;VMP1;TMED4;CHCHD2;PI4K2A;DNM1L;OPA1;MAPK15;AGTPBP1;CSNK1D;FMNL2;MARK4;MICAL3;VAPB;CLUH;BRWD1;ZRANB1;GOLGA8A;SSBP1;VPS11;FAF2;MTX3;LONP2;SEC61A1;ABCD3;ZW10;STX7;PHIP;PEX7;HSD17B10;GBA;BRWD3;CHMP3;GOLGA8B;PAK6;RAB2A;SIRT5;ZMYM3;TJAP1;ARMC2;CEP78;CNN2;ABI2;LMAN1;PACSIN3;RANBP10;HAX1;CHMP7;OPTN;MTFR2;RAB31;MYC;DYM;CLASP2;PLCE1;BCAS3;USP6NL;UBXN2A;HTT;TMED2;PALLD;COG4;MYO18A;ATL3;CDC42BPB;CHMP4B;SPRYD3;DIAPH3;BNIP1;TFB2M;RAB34;CHMP1B;HILPDA;PPIA;SLC25A33;TNIK;CHCHD10;LNPK;SIPA1;TFAM;ATAD3A;PHB;ODF2;PRDX3;ATP5F1B;KIF4A;TPM1;PI4K2B;STRIP2;MSTO1;ARHGAP4;KLHL20;KIFAP3;PHB2;MNS1;FGD1;CEP55;PEX11A;BIN1;CHMP4A;DPYSL2;MAST2;POLG2;MREG;PDCD6IP;PNPLA3;LMAN2;RAB38;PKD2;PINK1;TOR1B;SORT1;PEX11B;HUWE1;WDR73;PYROXD2;PEX1;CUL7;NRF1;TWNK;STRIP1;CAV2;SLC25A36;NEDD9;CYCS;GOLGB1;DOP1B;PITPNB;PEX14;GORASP1;PEX16;PLEKHF1;TOR1AIP2;VPS18;ABCD1;TMED10;LARP4;ATAD3C;NCKIPSD;ATAD3B;MICAL2;CDCA8;TBC1D20;CFAP410;SIPA1L3;FAM174B;MICAL1;CHMP6;CENPW;KISS1;KRT16;PARP1;DNAJA3;FANCG;KIF9;GOLPH3;GORASP2;SIRT3;MAST3;POLRMT;KRT13;MCOLN1;SNX11;PEX6;ARAP3;MTX2;PAK4;RAB32;NECTIN2;PARK7;FGD4;REEP5;BAG5;NOS3;SEC31A;VPS51;APOE;LMAN2L;HCFC1;TMED1;GOLPH3L;GABPB1;TMED3;YTHDF1;WDR81;ESRRA;PEX12;VPS4A;RAB43;PACSIN2;NSFL1C;MIEF2;COG3;EPS15;ARHGAP10;DST;PEX10;DMTN;PEX19;PEX2;VPS13D;MTX1;TMCC1;STX4;PRPF40A;HPS6;CAPZB;GAK;LONP1;YTHDF3;HPS3;TMED9;RAB1A,SLC9A3R1;RAB18;PLEKHM2;NUMA1;BLZF1;TRAPPC8;ARL1;RAB3GAP1;DIAPH1;GABPA;CLASP1;ARHGAP21;RAB7A;CFL1;FGD3;SEC23IP;SURF4;AJUBA;CSNK1A1;ATXN7;PDZD8;ATP8B1;RAB14;OBSL1;CENPT;CHMP5;CHMP4C;NIPSNAP2;RHOT1;TTC17;PPID;TMEM11;MTERF1;PLD2;TOR1A;NPLOC4;PRKCI;YME1L1;RHOT2;STOML2;MTFR1;UBXN2B;ADCK1;SMPD4;TRAPPC11;TRAPPC12;SAR1B;ZFYVE16;GOLGA5;ALAS1;ZMYM4;EIF2AK3;TMED7;FNBP1L;MIA3;SH3D19;ATL2;SH3KBP1;TANGO2;GBF1;BSCL2;LIG4;GOLGA2;STX17;CHMP2A;VPS13C;COG7;SEC16A;AUP1;BCS1L;CHMP1A;YTHDF2;VPS4B;REEP6;IQCG;SAR1A;ARHGEF7;COG1;CAV1;PEX3;ARFGEF1;LYSMD3;CDC42;LIMD1;CXADR;TNFAIP3;PPRC1;WASL;TMED5;CHMP2B;RANBP9;PIKFYVE;RAB29;FGD6;COG2;MDK;VAPA;ABCD4;VMP1;TMED4;CHCHD2;PI4K2A;DNM1L;OPA1;MAPK15
Fc receptor mediated stimulatory signaling pathway (GO:0002431),0.47714363602923426,1.7841081200652504,0.0196078431372549,0.2628541845547755,74,50,LIMK1;NCK1;MAPK3;BAIAP2;ARPC3;ARPC1B;MYO1C;WASF2;PLD2;GRB2;ARPC2;PIK3CB;NCKAP1;PIK3CA;PLCG1;PTK2;MAPK1;SYK;PAK1;CDC42;VAV1;WASL;LYN;HSP90AA1;ACTG1;ACTR2;PLA2G6;ARPC1A;ABL1;ELMO2;ACTR3;ACTB;RAC1;PIK3R2;DOCK1;CYFIP1;NCKIPSD;HSP90AB1;YES1;PRKCD;ABI1;CRK;FYN;ARPC5;MYO10;WIPF2;BRK1;VAV2;SRC;ARPC4,LIMK1;NCK1;MAPK3;BAIAP2;ARPC3;ARPC1B;MYO1C;WASF2;PLD2;GRB2;ARPC2;PIK3CB;NCKAP1;PIK3CA;PLCG1;PTK2;MAPK1;SYK;PAK1;CDC42;VAV1;WASL;LYN;HSP90AA1;ACTG1;ACTR2
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060),0.42295495120343063,1.7777468533478635,0.0,0.2640230747584655,79,62,CLU;DAB2;DVL1;PIAS1;ANKIB1;COP1;CSNK1A1;ZER1;CSNK1E;CDK5RAP3;TAF1;SUMO1;VCP;ARIH2;ARIH1;RNF139;FBXO22;SMURF1;SUMO2;HSPBP1;SH3RF2;TRIB1;PTK2;RNF217;NUB1;CSNK1D;ZYG11B;MDM2;DNAJB2;KEAP1;SOCS5;LAPTM5;PSMD10;RNF144B;RNF19A;RACK1;BBS7;TRIB2;HECTD1;BAG2;TRIB3;RBX1;GSK3A;FBXW7;PLK1;DDA1;RNF14;STUB1;GABARAP;CCDC22;AXIN1;SIRT2;RCHY1;USP5;RNF19B;SMAD7;ELOB;RAD23A;MAGEF1;GSK3B;NOP53;DDRGK1,CLU;DAB2;DVL1;PIAS1;ANKIB1;COP1;CSNK1A1;ZER1;CSNK1E;CDK5RAP3;TAF1;SUMO1;VCP;ARIH2;ARIH1;RNF139;FBXO22;SMURF1;SUMO2;HSPBP1;SH3RF2;TRIB1;PTK2
regulation of autophagosome assembly (GO:2000785),0.5534050089334018,1.7896437230402036,0.0,0.26481451083388047,35,29,RAB3GAP1;RAB5A;RAB3GAP2;RAB1B;FEZ2;MTMR3;SH3GLB1;MTM1;SEC22B;SCFD1;TMEM39A;UBQLN2;PIKFYVE;TBC1D14;NPRL3;CHMP4B;IFT88;PIP4K2A;NPRL2;CHMP4A;PIP4K2C;SMCR8;PINK1;NUPR1;PIP4K2B;LRSAM1;RALB;PHF23;IFT20,RAB3GAP1;RAB5A;RAB3GAP2;RAB1B;FEZ2;MTMR3;SH3GLB1;MTM1;SEC22B;SCFD1;TMEM39A;UBQLN2;PIKFYVE
SRP-dependent cotranslational protein targeting to membrane (GO:0006614),-0.4040979183990504,-1.728242367773209,0.0,0.26598601429260377,90,88,RPL29;RPL11;RPL37;RPL17;RPS14;RPS20;RPL13;SRP68;RPSA;RPL41;ZFAND2B;RPS15A;RPS4X;RPS21;SRP72;SEC61A1;RPL21;RPS19;RPS3;RPS24;RPL26;RPL24;SRP54;RPL5;RPL7;RPS15;RPS10;RPL6;RPL28;RPS16;RPS26;RPS5;RPL36A;RPL37A;RPL18;RPS18;RPS12;RPS27A;RPL8;RPS27;RPL19;RPL35A;RPS13;RPS28;RPL27;SRP19;RPL34;RPL39;RPS11;RPL13A;SEC63;RPL27A;RPLP1;RPL30;RPL23A;RPLP2;RPS7;RPL23;RPL4;RPL38;RPS8;RPL35;RPS9;RPL10A;RPL3;SRP14;RPLP0;RPS17;RPL32;RPS3A;RPL18A;SRP9;RPL12;RPS6;RPL7A;SEC61B;UBA52;RPL10;RPS23;RPL15;RPL9;RPL31;RPS2;RPS29;RPL14;RPL36;RPS25;RPL22,RPL27A;RPLP1;RPL30;RPL23A;RPLP2;RPS7;RPL23;RPL4;RPL38;RPS8;RPL35;RPS9;RPL10A;RPL3;SRP14;RPLP0;RPS17;RPL32;RPS3A;RPL18A;SRP9;RPL12;RPS6;RPL7A;SEC61B;UBA52;RPL10;RPS23;RPL15;RPL9;RPL31;RPS2;RPS29;RPL14;RPL36;RPS25;RPL22
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),0.47714363602923426,1.8254849171621403,0.0,0.26924655285620486,71,50,LIMK1;NCK1;MAPK3;BAIAP2;ARPC3;ARPC1B;MYO1C;WASF2;PLD2;GRB2;ARPC2;PIK3CB;NCKAP1;PIK3CA;PLCG1;PTK2;MAPK1;SYK;PAK1;CDC42;VAV1;WASL;LYN;HSP90AA1;ACTG1;ACTR2;PLA2G6;ARPC1A;ABL1;ELMO2;ACTR3;ACTB;RAC1;PIK3R2;DOCK1;CYFIP1;NCKIPSD;HSP90AB1;YES1;PRKCD;ABI1;CRK;FYN;ARPC5;MYO10;WIPF2;BRK1;VAV2;SRC;ARPC4,LIMK1;NCK1;MAPK3;BAIAP2;ARPC3;ARPC1B;MYO1C;WASF2;PLD2;GRB2;ARPC2;PIK3CB;NCKAP1;PIK3CA;PLCG1;PTK2;MAPK1;SYK;PAK1;CDC42;VAV1;WASL;LYN;HSP90AA1;ACTG1;ACTR2
