Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Fanconi anemia pathway,-0.5002605099496528,-1.764095764842564,0.0,0.053271047185854487,54,48,FANCF;SLX1A;FAAP100;SLX1B;CENPX;TELO2;EME2;RMI2;ERCC1;MUS81;MLH1;REV3L;WDR48;CENPS;BLM;RAD51C;FANCB;EME1;REV1;RAD51;PMS2;SLX4;FAAP24;FANCG;ERCC4;FANCD2;HES1;FAN1;RPA1;TOP3B;ATR;TOP3A;RMI1;FANCC;FANCA;FANCL;POLH;RPA2;FANCE;UBE2T;RPA3;BRIP1;CENPS-CORT;BRCA2;PALB2;BRCA1;FANCI;USP1,TOP3A;RMI1;FANCC;FANCA;FANCL;POLH;RPA2;FANCE;UBE2T;RPA3;BRIP1;CENPS-CORT;BRCA2;PALB2;BRCA1;FANCI;USP1
mRNA surveillance pathway,-0.4486401456527296,-1.7339857575586586,0.0,0.06958530538652241,98,82,WDR33;PABPN1;HBS1L;DAZAP1;SMG7;PYM1;UPF1;PABPC4;FIP1L1;RNPS1;CPSF4;UPF3A;PPP2R1B;PPP1CB;CASC3;ACIN1;SYMPK;RBM8A;CLP1;PPP2R5B;MAGOH;NXF1;PABPC1L;WDR82;DDX19B;PNN;PCF11;CSTF2T;PPP2R5E;PPP2R5D;MSI2;SAP18;EIF4A3;PPP2R3B;NCBP2;PPP2R5C;RNMT;PPP2R1A;PAPOLG;PPP2R2A;MAGOHB;SMG1;CPSF6;ALYREF;ENST00000452414.5;SSU72;PPP2CB;PELO;NXT1;ETF1;PPP2R3A;SMG5;TARDBP;CPSF1;PABPC1;SMG6;CPSF7;GSPT1;CSTF1;PPP2R3C;UPF3B;PPP2R2C;CSTF3;PPP2R5A;NUDT21;PPP2R2D;FUS;CSTF2;PPP1CA;PPP2CA;DDX19A;CPSF2;PAPOLA;PPP1CC;UPF2;GLE1;RNGTT;NXT2;NCBP1;SRRM1;CPSF3;BCL2L2-PABPN1,CSTF1;PPP2R3C;UPF3B;PPP2R2C;CSTF3;PPP2R5A;NUDT21;PPP2R2D;FUS;CSTF2;PPP1CA;PPP2CA;DDX19A;CPSF2;PAPOLA;PPP1CC;UPF2;GLE1;RNGTT;NXT2;NCBP1;SRRM1;CPSF3;BCL2L2-PABPN1
Progesterone-mediated oocyte maturation,-0.4712527639497292,-1.7151239015292465,0.0,0.07662835249042146,100,67,STK10;PIK3CD;MAPK3;ADCY6;MAPK13;MAPK11;AKT2;FZR1;ANAPC13;CDC25B;ADCY7;MAD1L1;IGF1R;PIK3R3;CDC16;PRKACA;CPEB4;ADCY9;RPS6KA2;SPDYE3;RPS6KA1;CCNA2;ENST00000619536.4;AKT1;ANAPC4;ADCY3;PIK3R2;GNAI2;ARAF;GNAI1;ANAPC5;AURKA;BRAF;MAD2L2;MAPK14;MAPK9;ANAPC7;PIK3CA;RAF1;MAPK8;KRAS;RPS6KA3;ANAPC10;MAPK12;PRKACB;CDC23;MAPK1;HSP90AB1;CCNB1;GNAI3;ANAPC2;CDC25C;CDC27;PIK3CB;PKMYT1;CCNB2;MAP2K1;MAD2L1;CDK1;HSP90AA1;CDC26;KIF22;CDC25A;PLK1;ANAPC1;CDK2;BUB1,MAPK8;KRAS;RPS6KA3;ANAPC10;MAPK12;PRKACB;CDC23;MAPK1;HSP90AB1;CCNB1;GNAI3;ANAPC2;CDC25C;CDC27;PIK3CB;PKMYT1;CCNB2;MAP2K1;MAD2L1;CDK1;HSP90AA1;CDC26;KIF22;CDC25A;PLK1;ANAPC1;CDK2;BUB1
Base excision repair,-0.5012717403637934,-1.6832557562913066,0.02127659574468085,0.10045397469332562,33,33,PARP3;NEIL2;POLL;OGG1;MUTYH;APEX1;NEIL1;NTHL1;POLD4;POLE4;TDG;XRCC1;MPG;POLB;POLE3;POLD2;APEX2;SMUG1;PARP4;LIG1;POLD1;MBD4;UNG;PARP2;POLD3;PARP1;FEN1;POLE2;LIG3;HMGB1;POLE;NEIL3;PCNA,PARP4;LIG1;POLD1;MBD4;UNG;PARP2;POLD3;PARP1;FEN1;POLE2;LIG3;HMGB1;POLE;NEIL3;PCNA
Ribosome biogenesis in eukaryotes,-0.44236382458657236,-1.6471396839409385,0.0,0.13379911351513785,108,68,RPP38;NOP10;IMP3;RPP40;IMP4;NOB1;FBL;POP4;REXO2;CSNK2A2;DROSHA;RPP25L;EIF6;TBL3;EMG1;NHP2;RRP7A;REXO1;NXF1;SNU13;NOP56;XRN1;NMD3;XRN2;AK6;POP1;PWP2;CSNK2A1;LSG1;RIOK2;UTP6;MPHOSPH10;TCOF1;GTPBP4;NXT1;GNL3;RAN;MDN1;RPP25;NVL;UTP14A;POP5;SBDS;UTP15;UTP18;UTP4;FCF1;HEATR1;GNL2;GNL3L;NAT10;DKC1;RCL1;EFL1;WDR36;NOL6;WDR3;POP7;BMS1;WDR43;RBM28;RPP30;WDR75;GAR1;XPO1;NXT2;NOP58;RIOK1,GTPBP4;NXT1;GNL3;RAN;MDN1;RPP25;NVL;UTP14A;POP5;SBDS;UTP15;UTP18;UTP4;FCF1;HEATR1;GNL2;GNL3L;NAT10;DKC1;RCL1;EFL1;WDR36;NOL6;WDR3;POP7;BMS1;WDR43;RBM28;RPP30;WDR75;GAR1;XPO1;NXT2;NOP58;RIOK1
Lysine degradation,-0.41757310182734,-1.6240498239077412,0.022222222222222223,0.1583981293666892,63,52,SMYD2;DLST;KMT5C;EZH1;KMT2B;ECHS1;PHYKPL;SETDB1;ALDH3A2;SETMAR;KMT2D;GCDH;SETD1B;ALDH7A1;KMT5B;TMLHE;KMT5A;DOT1L;ALDH1B1;SMYD3;PLOD3;NSD3;PRDM2;SETD1A;KMT2E;PLOD1;SETD7;MECOM;AASS;SETD2;KMT2C;ACAT1;DLD;AADAT;EHMT1;EHHADH;COLGALT1;ALDH9A1;NSD1;SUV39H1;CAMKMT;ALDH2;HADH;KMT2A;ASH1L;EZH2;HADHA;DHTKD1;ACAT2;NSD2;SUV39H2;PLOD2,MECOM;AASS;SETD2;KMT2C;ACAT1;DLD;AADAT;EHMT1;EHHADH;COLGALT1;ALDH9A1;NSD1;SUV39H1;CAMKMT;ALDH2;HADH;KMT2A;ASH1L;EZH2;HADHA;DHTKD1;ACAT2;NSD2;SUV39H2;PLOD2
Folate biosynthesis,-0.5210710049936549,-1.6101633374333504,0.07142857142857142,0.16286839279322277,26,19,CBR1;AKR1B1;SPR;ALPP;FPGS;PTS;ALPG;DHFR2;GCH1;AKR1C3;PCBD2;AKR1B10;GPHN;QDPR;PCBD1;GGH;MOCOS;MOCS2;DHFR,QDPR;PCBD1;GGH;MOCOS;MOCS2;DHFR
Pyruvate metabolism,-0.45403644217796213,-1.5915069754721387,0.023809523809523808,0.1806776350386898,47,33,ACYP1;ACACB;PDHB;LDHB;ALDH3A2;DLAT;ME3;ALDH7A1;ACSS1;ADH5;ACYP2;ALDH1B1;PCK2;GRHPR;MDH2;ME2;ACSS2;AKR1A1;ACAT1;DLD;MDH1;PDHA1;ACACA;PKM;HAGH;ALDH9A1;ALDH2;LDHA;FH;PC;ACAT2;ME1;GLO1,ACAT1;DLD;MDH1;PDHA1;ACACA;PKM;HAGH;ALDH9A1;ALDH2;LDHA;FH;PC;ACAT2;ME1;GLO1
Circadian rhythm,-0.4972731880002619,-1.5646938910478274,0.022222222222222223,0.19183918778239265,31,22,PRKAG1;NR1D1;NPAS2;PER2;CREB1;CRY2;CUL1;FBXL3;CSNK1D;FBXW11;PRKAG2;BHLHE41;BTRC;BHLHE40;PRKAB1;RBX1;PRKAA1;CRY1;SKP1;CSNK1E;CLOCK;PRKAB2,PRKAA1;CRY1;SKP1;CSNK1E;CLOCK;PRKAB2
Spliceosome,-0.4002129853577631,-1.5666707834925864,0.047619047619047616,0.1985012395762903,150,127,LSM6;HNRNPA1L2;LSM7;THOC3;SF3A2;XAB2;PRPF6;PPIE;SRSF9;U2SURP;U2AF2;SYF2;PCBP1;SRSF8;SART1;SF3B5;SRSF3;DDX42;LSM2;PRPF4;HNRNPA1;SNRPG;SNRNP70;ISY1;LSM8;PLRG1;ACIN1;RBM8A;PUF60;MAGOH;PRPF18;PRPF31;CDC40;HNRNPA3;SNU13;SF3A1;DHX38;SLU7;LSM4;RBM17;EIF4A3;SNRPD2;BUD31;NCBP2;SRSF6;CWC15;DHX15;SRSF10;TCERG1;THOC2;PRPF40A;PRPF40B;USP39;CTNNBL1;PRPF3;SRSF2;DDX23;HNRNPK;MAGOHB;SNRPC;SRSF5;CHERP;RBMXL1;SNRPB;ALYREF;ENST00000452414.5;PRPF38B;SNRPA;CRNKL1;SNRNP200;PRPF8;RBM22;SNRNP27;TRA2B;HNRNPU;SF3A3;ZMAT2;AQR;PPIL1;SNRPB2;PPIH;SMNDC1;ISY1-RAB43;EFTUD2;PRPF19;SF3B2;SF3B4;TRA2A;SF3B6;SNRPE;SNW1;RP9;TXNL4A;DHX8;PQBP1;HNRNPC;CDC5L;SRSF4;HNRNPM;SNRNP40;HSPA2;CCDC12;U2AF1L5;FUS;RBM25;DDX5;BCAS2;SNRPD3;RBMX;SF3B1;SRSF7;LSM5;SRSF1;DHX16;SNRPF;PRPF38A;PHF5A;DDX46;U2AF1;THOC1;HSPA8;SF3B3;SNRPA1;NCBP1;LSM3;WBP11;SNRPD1,AQR;PPIL1;SNRPB2;PPIH;SMNDC1;ISY1-RAB43;EFTUD2;PRPF19;SF3B2;SF3B4;TRA2A;SF3B6;SNRPE;SNW1;RP9;TXNL4A;DHX8;PQBP1;HNRNPC;CDC5L;SRSF4;HNRNPM;SNRNP40;HSPA2;CCDC12;U2AF1L5;FUS;RBM25;DDX5;BCAS2;SNRPD3;RBMX;SF3B1;SRSF7;LSM5;SRSF1;DHX16;SNRPF;PRPF38A;PHF5A;DDX46;U2AF1;THOC1;HSPA8;SF3B3;SNRPA1;NCBP1;LSM3;WBP11;SNRPD1
Terpenoid backbone biosynthesis,-0.621468062583097,-1.5698972786486358,0.047619047619047616,0.2081776449236682,22,19,RCE1;PMVK;FNTB;ICMT;FNTA;ACAT1;NUS1;ZMPSTE24;FDPS;MVD;GGPS1;DHDDS;PDSS2;HMGCS1;IDI1;PDSS1;ACAT2;HMGCR;MVK,ACAT1;NUS1;ZMPSTE24;FDPS;MVD;GGPS1;DHDDS;PDSS2;HMGCS1;IDI1;PDSS1;ACAT2;HMGCR;MVK
Amino sugar and nucleotide sugar metabolism,-0.4472795832871558,-1.5402108580151082,0.09259259259259259,0.2290655028991743,48,37,CYB5R1;HEXA;CYB5R3;GNPDA1;GALK1;NAGK;CYB5R2;AMDHD2;GMPPA;PMM1;MPI;GFPT2;PMM2;HK1;CMAS;FPGT;GMPPB;GNPDA2;UGP2;CYB5R4;HK2;UAP1L1;UXS1;UAP1;HEXB;PGM3;GALE;PGM1;PGM2;GFPT1;GMDS;GPI;NANS;HKDC1;GNPNAT1;UGDH;NANP,PGM3;GALE;PGM1;PGM2;GFPT1;GMDS;GPI;NANS;HKDC1;GNPNAT1;UGDH;NANP
Cysteine and methionine metabolism,-0.46602722283896225,-1.4678720034496449,0.11627906976744186,0.3808879873788596,50,35,TST;MRI1;ADI1;PSAT1;LDHB;BCAT2;GSS;DNMT3A;SRM;SDSL;DNMT1;CBS;MTR;MPST;GCLC;MDH2;MTAP;KYAT3;MAT2A;KYAT1;AHCYL1;MDH1;AHCYL2;PHGDH;BCAT1;APIP;ENOPH1;GOT1;MAT2B;LDHA;AHCY;SMS;GCLM;AMD1;GOT2,MAT2A;KYAT1;AHCYL1;MDH1;AHCYL2;PHGDH;BCAT1;APIP;ENOPH1;GOT1;MAT2B;LDHA;AHCY;SMS;GCLM;AMD1;GOT2
Biosynthesis of unsaturated fatty acids,-0.4998690069054337,-1.4300683405553065,0.08163265306122448,0.42032905116069413,27,21,HSD17B4;HSD17B12;TECR;ACOT2;ACAA1;ACOX1;HACD2;HACD4;SCP2;ACOX3;FADS2;HACD1;ELOVL1;SCD5;FADS1;SCD;ELOVL7;ACOT7;ELOVL5;HACD3;ELOVL6,ACOX3;FADS2;HACD1;ELOVL1;SCD5;FADS1;SCD;ELOVL7;ACOT7;ELOVL5;HACD3;ELOVL6
Protein export,-0.5171592107109584,-1.4410577405053115,0.10638297872340426,0.430940575463902,23,22,SPCS2;IMMP2L;SRP72;OXA1L;SPCS1;SRP68;SEC61A1;SEC61B;SEC62;SEC11A;SRP54;IMMP1L;SEC11C;SRPRB;SRP9;SEC61G;SRP14;HSPA5;SPCS3;SRP19;SEC63;SRPRA,IMMP1L;SEC11C;SRPRB;SRP9;SEC61G;SRP14;HSPA5;SPCS3;SRP19;SEC63;SRPRA
Arginine and proline metabolism,-0.4337910423871109,-1.4313201064071255,0.06666666666666667,0.4353842686499888,50,31,NOS3;SAT2;GAMT;ALDH4A1;ALDH3A2;SMOX;CNDP2;SRM;ALDH7A1;ALDH1B1;SAT1;LAP3;OAT;CKMT1B;MAOB;CARNS1;P4HA2;L3HYPDH;PYCR1;ODC1;PYCR2;ALDH9A1;P4HA1;ARG2;ALDH18A1;GOT1;ALDH2;CKB;SMS;AMD1;GOT2,PYCR2;ALDH9A1;P4HA1;ARG2;ALDH18A1;GOT1;ALDH2;CKB;SMS;AMD1;GOT2
Amyotrophic lateral sclerosis,-0.3114836673380598,-1.3975393972091286,0.07407407407407407,0.4693084130203806,364,273,SEC13;UQCR11;NDUFA1;DNAL4;NDUFB10;ATG101;KLC2;ENST00000627681.2;CCS;ATP5MC2;COX5B;ATP5F1E;COX7C;CAT;RAB1A;KLC3;UQCRH;HNRNPA1L2;NDUFV3;NDUFS7;UQCR10;COX6C;ACTG1;PSMB5;NDUFB4;GPX2;DCTN1;NDUFS4;NDUFB7;UQCRB;ATXN2L;ATG13;PIK3C3;NDUFC2-KCTD14;NDUFA8;ATP5PB;GABARAPL1;MAPK13;NDUFB9;UQCRC1;MAPK11;ATP5F1B;BAD;ATG14;NDUFB2;NDUFS3;PINK1;GABARAP;HDAC6;NDUFC2;SRSF3;COX7B2;UQCRQ;PSMD2;NDUFB1;SDHD;NDUFB8;ENST00000639332.2;DCTN5;COX7A2;WIPI2;ACTR10;BAX;PPP3CA;COX4I1;NDUFB3;NDUFS5;DERL1;CASP3;ULK1;NDUFS6;ENST00000631145.1;NDUFB6;SDHC;COX6B1;SEM1;RAE1;DCTN2;NDUFA11;GPX1;TUBA1A;HNRNPA1;DNAH11;TANK;ACTR1B;PSMD4;TUBB6;PSMA6;NRG4;NDUFS8;KLC1;PSMC5;ATG2B;DDIT3;ATXN2;NXF1;ATP5F1D;ENST00000637298.1;DNAH17;PSMD3;COX8A;ADRM1;PSMB7;ATP5F1A;AMBRA1;NDUFA7;HNRNPA3;PSMD9;PSMA2;WIPI1;PSMC1;MATR3;PSMB1;GABARAPL2;PSMB4;SDHA;ATP5PD;KLC4;DCTN3;TUBB3;NDUFA12;NDUFV2;COX5A;NUP160;NDUFS2;MAP3K5;ANXA11;NDUFAB1;MAP2K3;TNFRSF1A;SPG11;ATF6;DNAL1;PSMD8;TP53;NDUFA4;NDUFA9;DAXX;ATP5F1C;TNFRSF1B;PSMB6;NDUFV1;EIF2AK3;CYC1;SQSTM1;CASP9;NDUFA3;NDUFA2;GPX3;ACTR1A;TUBA1C;PSMC2;PPP3CB;RB1CC1;TRAF2;VAPB;VDAC1;BCL2L1;ATP5MC1;ATG2A;RAC1;PSMA7;NRBF2;BECN1;TOMM40L;COX6A1;ALYREF;OPTN;PSMD13;POM121;MAPK14;ITPR3;NUP54;NDUFA5;ATF4;NDUFB5;NUP98;ACTB;NDUFA13;SOD1;NXT1;PSMD12;COX7A1;RAB5A;DNAH14;NDUFB11;UBQLN4;DCTN4;TARDBP;ATP5MC3;NDUFC1;MTOR;SDHB;NUP155;CYCS;COX7B;DCTN6;WDR41;ATP5PO;PSMC3;COX7A2L;BID;TUBB2A;MAPK12;XBP1;VCP;PSMB3;UBQLN2;NUP88;NUP93;NUP214;UBQLN1;PSMA1;EIF2S1;PIK3R4;PSMC6;PFN1;ATP5PF;MCU;NUP37;ALS2;SIGMAR1;PSMC4;TBK1;TUBA4A;NUP85;HSPA5;NUP107;NEFH;PSMD7;FUS;TUBB4B;FIG4;RANBP2;TPR;PSMA3;NUP133;SETX;SRSF7;HNRNPA2B1;PSMD11;PSMA5;PFN2;NUP35;KIF5B;PSMD1;NUP58;POM121C;UQCRC2;RAB8A;NUP43;NUP210;PPP3R1;PSMB2;PSMD6;NUP205;PSMD14;GLE1;CHMP2B;NXT2;ANXA7;TUBA1B;NUP153;NCBP1;TUBB;UQCRFS1;GPX8;PSMA4;NUP62;SEH1L;NUP50;NUP188;NDC1,CYCS;COX7B;DCTN6;WDR41;ATP5PO;PSMC3;COX7A2L;BID;TUBB2A;MAPK12;XBP1;VCP;PSMB3;UBQLN2;NUP88;NUP93;NUP214;UBQLN1;PSMA1;EIF2S1;PIK3R4;PSMC6;PFN1;ATP5PF;MCU;NUP37;ALS2;SIGMAR1;PSMC4;TBK1;TUBA4A;NUP85;HSPA5;NUP107;NEFH;PSMD7;FUS;TUBB4B;FIG4;RANBP2;TPR;PSMA3;NUP133;SETX;SRSF7;HNRNPA2B1;PSMD11;PSMA5;PFN2;NUP35;KIF5B;PSMD1;NUP58;POM121C;UQCRC2;RAB8A;NUP43;NUP210;PPP3R1;PSMB2;PSMD6;NUP205;PSMD14;GLE1;CHMP2B;NXT2;ANXA7;TUBA1B;NUP153;NCBP1;TUBB;UQCRFS1;GPX8;PSMA4;NUP62;SEH1L;NUP50;NUP188;NDC1
