Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
error-prone translesion synthesis (GO:0042276),-0.6882368929798306,-2.1613628307849515,0.0,0.00424526757951012,21,19,UBB;UBC;REV3L;PRIMPOL;RFC2;REV1;UBA52;MAD2L2;RPA1;RFC4;RPS27A;RFC1;POLH;RPA2;RPA3;RFC5;POLE2;RFC3;PCNA,RFC4;RPS27A;RFC1;POLH;RPA2;RPA3;RFC5;POLE2;RFC3;PCNA
double-strand break repair via homologous recombination (GO:0000724),-0.5356219723942958,-2.0748440210984485,0.0,0.004354120594369353,97,85,SWSAP1;SWI5;SLX1A;ZFYVE26;RAD51B;POLL;NABP1;MORF4L1;RAD52;SFR1;MCM9;FBH1;NSMCE1;SEM1;EXD2;MUS81;REV3L;ZSWIM7;AP5Z1;MCM4;BLM;NABP2;RAD51C;SPIDR;FANCB;RAD54L;GEN1;RAD51;SLX4;YY1;GINS4;RECQL5;XRCC1;SAMHD1;XRCC3;ERCC4;NBN;FAN1;RAD51AP1;MRE11;RPA1;AP5S1;MCM8;UBE2N;NIPBL;SFPQ;RECQL4;CDC45;HUS1;INO80;RAD50;RAD51D;AUNIP;SMC5;RMI1;MCM7;SMC6;CDC7;NSMCE2;RNF138;RBBP8;RPA2;ERCC5;RAD54B;RPA3;ENST00000647028.2;PARP1;FEN1;RFWD3;PSMD14;BRCA2;LIG3;RECQL;PALB2;MCM5;MCM3;NUCKS1;XRCC2;MCM2;BRCA1;GINS2;MCM6;POLQ;MMS22L;RAD21,MRE11;RPA1;AP5S1;MCM8;UBE2N;NIPBL;SFPQ;RECQL4;CDC45;HUS1;INO80;RAD50;RAD51D;AUNIP;SMC5;RMI1;MCM7;SMC6;CDC7;NSMCE2;RNF138;RBBP8;RPA2;ERCC5;RAD54B;RPA3;ENST00000647028.2;PARP1;FEN1;RFWD3;PSMD14;BRCA2;LIG3;RECQL;PALB2;MCM5;MCM3;NUCKS1;XRCC2;MCM2;BRCA1;GINS2;MCM6;POLQ;MMS22L;RAD21
base-excision repair (GO:0006284),-0.5675096708371019,-2.07610061299239,0.0,0.004528285418144127,48,46,NEIL2;POLL;OGG1;PRMT6;MUTYH;POLG;APEX1;NEIL1;NTHL1;POLD4;ERCC6;XPA;RFC2;TDG;XRCC1;MPG;POLB;POLD2;APEX2;PARG;SMUG1;RPA1;USP47;LIG1;POLD1;RFC4;MBD4;PNKP;UNG;RFC1;RPA2;POLD3;HUWE1;DNA2;ERCC5;RPA3;PARP1;FEN1;HMGA2;RFC5;LIG3;RFC3;POLE;NEIL3;PCNA;POLQ,USP47;LIG1;POLD1;RFC4;MBD4;PNKP;UNG;RFC1;RPA2;POLD3;HUWE1;DNA2;ERCC5;RPA3;PARP1;FEN1;HMGA2;RFC5;LIG3;RFC3;POLE;NEIL3;PCNA;POLQ
positive regulation of cell cycle process (GO:0090068),-0.5949143883596402,-2.0723387895182075,0.0,0.004716963977233465,101,66,CUL3;ZNF16;NUDT16;PDGFB;GIPC1;WIZ;SVIL;CDC25B;PKN2;ATRX;LRP5;ENST00000631021.3;SOX15;SIRT2;EDN1;CDC14B;NUMA1;GEN1;CDC42;KIF23;TGFA;XRCC3;AURKA;DYNC1H1;CEP120;CENPV;SPAST;SPAG5;DBF4;DDX11;UBXN2B;RHNO1;PLSCR1;ECT2;CEP295;RANBP1;PHIP;INO80;AURKB;RHOA;CCNB1;MAP3K20;KIF14;CDC7;DBF4B;TPR;RACGAP1;IL1A;PKP4;GPSM2;PCID2;MAD2L1;E2F8;FEN1;PLK4;NUSAP1;NSFL1C;DYNC1LI1;USP19;NUP62;E2F7;KIF20B;CDC6;CIT;RAD21;NDC80,UBXN2B;RHNO1;PLSCR1;ECT2;CEP295;RANBP1;PHIP;INO80;AURKB;RHOA;CCNB1;MAP3K20;KIF14;CDC7;DBF4B;TPR;RACGAP1;IL1A;PKP4;GPSM2;PCID2;MAD2L1;E2F8;FEN1;PLK4;NUSAP1;NSFL1C;DYNC1LI1;USP19;NUP62;E2F7;KIF20B;CDC6;CIT;RAD21;NDC80
tRNA transport (GO:0051031),-0.7159515544203957,-2.076570149085837,0.0,0.004716963977233465,37,35,SEC13;RAE1;AAAS;TOMM20;NUP160;YBX1;POM121;NUP54;NUP98;RAN;NUP155;NUP88;NUP93;NUP214;NUP37;NOL6;NUP85;NUP107;RANBP2;TPR;NUP133;NUP35;NUP58;POM121C;NUP43;NUP210;XPOT;NUP205;NUP153;NUP62;SEH1L;NUP50;SSB;NUP188;NDC1,NUP88;NUP93;NUP214;NUP37;NOL6;NUP85;NUP107;RANBP2;TPR;NUP133;NUP35;NUP58;POM121C;NUP43;NUP210;XPOT;NUP205;NUP153;NUP62;SEH1L;NUP50;SSB;NUP188;NDC1
mitotic spindle assembly checkpoint signaling (GO:0007094),-0.7624594269681703,-2.1748020677958233,0.0,0.004716963977233467,21,20,IK;MAD1L1;KLHL22;APC;ATM;ZNF207;MAD2L2;CDC20;ZW10;BUB3;ZWINT;TPR;MAD2L1;KNTC1;TTK;PLK1;CENPF;TRIP13;BUB1B;BUB1,BUB3;ZWINT;TPR;MAD2L1;KNTC1;TTK;PLK1;CENPF;TRIP13;BUB1B;BUB1
mitotic spindle checkpoint signaling (GO:0071174),-0.7624594269681703,-2.1748020677958233,0.0,0.004716963977233467,21,20,IK;MAD1L1;KLHL22;APC;ATM;ZNF207;MAD2L2;CDC20;ZW10;BUB3;ZWINT;TPR;MAD2L1;KNTC1;TTK;PLK1;CENPF;TRIP13;BUB1B;BUB1,BUB3;ZWINT;TPR;MAD2L1;KNTC1;TTK;PLK1;CENPF;TRIP13;BUB1B;BUB1
regulation of cell cycle phase transition (GO:1901987),-0.5549540868333698,-2.0981973868850816,0.0,0.004716963977233467,95,87,XPC;ANAPC16;PSMB5;ANAPC15;ZNF16;PSMB10;TCIM;FZR1;PSMD2;ERCC2;CDKN1B;PSMD4;CDC16;PSMA6;PSMF1;ERCC3;PSMC5;PSMD3;PSME3;PSMB7;ENST00000429645.6;CUL1;PSMD9;PSMA2;PSMC1;PSMB9;PSMB1;PSMB4;CDKN1A;PSME2;TAF1;MN1;ANAPC4;PSMD8;TP53;FBXW7;PSMB6;BTRC;ATP2B4;PSMC2;UBE2E1;PSMA7;ANAPC5;UBE2D1;PSMD13;UBE2S;ANAPC7;PSMD12;DDB1;DBF4;PSMC3;ANAPC10;PSME1;CDC20;TFAP4;PSMB3;PSMD10;CDC23;CCNB1;PSMA1;PSMC6;ANAPC2;PSMC4;BUB3;PSMD7;CDC27;SKP1;DBF4B;PSME4;PSMA3;PSMD11;PSMA5;PSMD1;MAD2L1;CDK1;PSMD5;GTSE1;PSMB2;PSMD6;PSMD14;FBXO5;CDC26;UBE2C;PSMA4;PLK1;ANAPC1;BUB1B,PSMC3;ANAPC10;PSME1;CDC20;TFAP4;PSMB3;PSMD10;CDC23;CCNB1;PSMA1;PSMC6;ANAPC2;PSMC4;BUB3;PSMD7;CDC27;SKP1;DBF4B;PSME4;PSMA3;PSMD11;PSMA5;PSMD1;MAD2L1;CDK1;PSMD5;GTSE1;PSMB2;PSMD6;PSMD14;FBXO5;CDC26;UBE2C;PSMA4;PLK1;ANAPC1;BUB1B
spindle assembly checkpoint signaling (GO:0071173),-0.7624594269681703,-2.1748020677958233,0.0,0.004716963977233467,21,20,IK;MAD1L1;KLHL22;APC;ATM;ZNF207;MAD2L2;CDC20;ZW10;BUB3;ZWINT;TPR;MAD2L1;KNTC1;TTK;PLK1;CENPF;TRIP13;BUB1B;BUB1,BUB3;ZWINT;TPR;MAD2L1;KNTC1;TTK;PLK1;CENPF;TRIP13;BUB1B;BUB1
CENP-A containing chromatin organization (GO:0061641),-0.7404538363595021,-2.0823031089754163,0.0,0.004922049367547965,30,28,CENPX;RBBP4;CENPT;RBBP7;CENPS;ITGB3BP;ENST00000643444.1;CENPW;CENPO;CENPP;RSF1;NASP;CENPI;MIS18A;CENPM;CENPA;HJURP;CENPN;CENPK;CENPQ;CENPL;NPM1;OIP5;CENPU;SMARCA5;MIS18BP1;KNL1;CENPH,CENPI;MIS18A;CENPM;CENPA;HJURP;CENPN;CENPK;CENPQ;CENPL;NPM1;OIP5;CENPU;SMARCA5;MIS18BP1;KNL1;CENPH
CENP-A containing nucleosome assembly (GO:0034080),-0.7404538363595021,-2.0823031089754163,0.0,0.004922049367547965,30,28,CENPX;RBBP4;CENPT;RBBP7;CENPS;ITGB3BP;ENST00000643444.1;CENPW;CENPO;CENPP;RSF1;NASP;CENPI;MIS18A;CENPM;CENPA;HJURP;CENPN;CENPK;CENPQ;CENPL;NPM1;OIP5;CENPU;SMARCA5;MIS18BP1;KNL1;CENPH,CENPI;MIS18A;CENPM;CENPA;HJURP;CENPN;CENPK;CENPQ;CENPL;NPM1;OIP5;CENPU;SMARCA5;MIS18BP1;KNL1;CENPH
pre-replicative complex assembly (GO:0036388),-0.6312126447325329,-2.0986491755937764,0.022222222222222223,0.004952812176095139,64,62,PSMB5;PSMB10;UBB;UBC;PSMD2;PSMD4;PSMA6;PSMF1;PSMC5;MCM4;PSMD3;PSME3;PSMB7;ENST00000429645.6;PSMD9;PSMA2;ORC5;PSMC1;PSMB9;PSMB1;PSMB4;PSME2;UBA52;PSMD8;PSMB6;PSMC2;PSMA7;PSMD13;CDT1;PSMD12;MCM8;ORC4;PSMC3;PSME1;ORC2;PSMB3;PSMD10;PSMA1;PSMC6;MCM7;RPS27A;PSMC4;PSMD7;PSME4;PSMA3;ORC6;PSMD11;PSMA5;PSMD1;ORC3;GMNN;PSMD5;PSMB2;PSMD6;PSMD14;MCM5;MCM3;MCM2;PSMA4;MCM6;CDC6;ORC1,PSMC3;PSME1;ORC2;PSMB3;PSMD10;PSMA1;PSMC6;MCM7;RPS27A;PSMC4;PSMD7;PSME4;PSMA3;ORC6;PSMD11;PSMA5;PSMD1;ORC3;GMNN;PSMD5;PSMB2;PSMD6;PSMD14;MCM5;MCM3;MCM2;PSMA4;MCM6;CDC6;ORC1
centromere complex assembly (GO:0034508),-0.7316594753515223,-2.099360930309441,0.0,0.005213486501152779,37,35,CENPX;RBBP4;POGZ;CENPT;RBBP7;CENPS;ITGB3BP;ENST00000643444.1;CENPW;CENPO;CENPP;RSF1;NASP;CENPV;HELLS;MIS12;CENPI;DLGAP5;MIS18A;CENPM;CENPA;HJURP;CENPN;CENPK;CENPQ;CENPL;NPM1;OIP5;CENPU;SMARCA5;MIS18BP1;KNL1;CENPH;CENPE;CENPF,HELLS;MIS12;CENPI;DLGAP5;MIS18A;CENPM;CENPA;HJURP;CENPN;CENPK;CENPQ;CENPL;NPM1;OIP5;CENPU;SMARCA5;MIS18BP1;KNL1;CENPH;CENPE;CENPF
peptidyl-lysine modification (GO:0018205),-0.5374151556350477,-2.104135679907046,0.0,0.005503124640105711,106,86,BLOC1S1;PIAS4;SAE1;TRIM28;SENP5;UBE2I;TRPM4;HDAC6;SIRT7;EEF1AKMT3;LIPT1;LIPT2;VPS33B;P3H4;SIRT5;ZNF451;RAE1;LOXL4;RNF113A;KAT5;SENP2;PIAS3;STX1A;EEF1AKMT2;ATPSCKMT;AAAS;HDAC9;SUMO2;VIPAS39;SIRT2;RANGAP1;NNAT;SIRT1;SENP3;PLOD3;SIRT3;NUP160;NDUFAB1;LOXL1;TOPORS;EEF1AKMT1;HDAC4;METTL21A;EP300;POM121;NUP54;PLOD1;NUP98;HDAC10;PIAS1;SUMO3;SUMO1;LOXL2;NUP155;NUP88;NUP93;NUP214;ESCO1;NUP37;USPL1;NUP85;NUP107;UBA2;NSMCE2;RANBP2;TPR;PARK7;NUP133;GCSH;NUP35;NUP58;POM121C;IFIH1;SENP6;NUP43;NUP210;SENP1;KIAA1586;NUP205;PLOD2;NUP153;NUP62;SEH1L;NUP50;NUP188;NDC1,NUP88;NUP93;NUP214;ESCO1;NUP37;USPL1;NUP85;NUP107;UBA2;NSMCE2;RANBP2;TPR;PARK7;NUP133;GCSH;NUP35;NUP58;POM121C;IFIH1;SENP6;NUP43;NUP210;SENP1;KIAA1586;NUP205;PLOD2;NUP153;NUP62;SEH1L;NUP50;NUP188;NDC1
