Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Regulation of toll-like receptor signaling pathway WP1449,-0.5067481111725703,-2.005613538249473,0.0,0.014733840304182509,139,129,OTUD5;PELI1;PELI2;PELI3;MAPK9;MAPK8;MAPK10;MAP2K6;TAB3;SIGIRR;FBXW5;MAPK3;USP7;RNF31;MAPK1;SMAD6;NFKBIA;IFNB1;SARM1;IFNA21;IFNAR2;ZMYND11;MAP2K4;SFTPA2;IRF3;AKT1;TLR9;IKBKB;FOS;TRAF6;TAB1;JUN;TIRAP;CUEDC2;PIK3R1;CHUK;SFTPD;RIPK1;RBCK1;RNF41;CISH;IFNA1;MAP3K7;MBL2;TRAFD1;SQSTM1;TICAM1;MLST8;IFNAR1;MAP2K3;AKT3;IFNA5;CTNNAL1;TLR5;PIK3R3;IL12A;LBP;FADD;RELA;MAP2K7;TBK1;NFKB2;PIK3CA;PIK3R2;TLR3;IKBKE;IRF7;IRAK1;RNF216;IL12B;AKT2;IL6;SYK;TREM1;MAP3K8;IRAK3;MAPK12;TOLLIP;MAPK11;TAB2;CASP8;PLK1;IRF5;CYLD;IKBKG;TNFAIP3;PIK3CB;MAPK14;MAP2K2;IRAK4;PIK3CD;CXCL8;MAPK13;CD40;MYD88;TMED7;PIK3R5;TRAF3;RAC1;CCL5;PIK3CG;PTPN6;STAT1;TLR8;NFKB1;MAP2K1;IRAK2;CXCL9;TLR6;SOCS1;SPP1;TIFA;CXCL11;CD180;LY96;TNF;BTK;CD80;IL1B;TLR2;CCL4;CCL3;CXCL10;CD14;TLR1;TLR4;TLR7;CD86;TICAM2,RNF216;IL12B;AKT2;IL6;SYK;TREM1;MAP3K8;IRAK3;MAPK12;TOLLIP;MAPK11;TAB2;CASP8;PLK1;IRF5;CYLD;IKBKG;TNFAIP3;PIK3CB;MAPK14;MAP2K2;IRAK4;PIK3CD;CXCL8;MAPK13;CD40;MYD88;TMED7;PIK3R5;TRAF3;RAC1;CCL5;PIK3CG;PTPN6;STAT1;TLR8;NFKB1;MAP2K1;IRAK2;CXCL9;TLR6;SOCS1;SPP1;TIFA;CXCL11;CD180;LY96;TNF;BTK;CD80;IL1B;TLR2;CCL4;CCL3;CXCL10;CD14;TLR1;TLR4;TLR7;CD86;TICAM2
TYROBP causal network in microglia WP3945,-0.7757370353443523,-2.1165819532139936,0.0,0.014733840304182509,61,61,RBM47;LGALS9B;LGALS9C;ABCC4;SFT2D2;CXCL16;CREB3L2;SLC1A5;RPS6KA1;TCIRG1;C3;ZFP36L2;NPC2;KCNE3;CYTL1;GAPT;RGS1;ELF4;PYCARD;TGFBR1;STAT5A;LYL1;TNFRSF1B;HLX;HCLS1;SAMSN1;RUNX3;IL13RA1;IL10RA;IL18;GIMAP2;CD37;GPX1;SPP1;BIN2;ITGAX;DPYD;TMEM106A;SH2B3;ITGB2;LOXL3;FKBP15;NCF2;ITGAM;TYROBP;NRROS;RNASE6;APBB1IP;LHFPL2;CAPG;CD4;NCKAP1L;CD84;PLEK;IGSF6;PPP1R18;C1QC;SLC7A7;MAF;ADAP2;GAL3ST4,TNFRSF1B;HLX;HCLS1;SAMSN1;RUNX3;IL13RA1;IL10RA;IL18;GIMAP2;CD37;GPX1;SPP1;BIN2;ITGAX;DPYD;TMEM106A;SH2B3;ITGB2;LOXL3;FKBP15;NCF2;ITGAM;TYROBP;NRROS;RNASE6;APBB1IP;LHFPL2;CAPG;CD4;NCKAP1L;CD84;PLEK;IGSF6;PPP1R18;C1QC;SLC7A7;MAF;ADAP2;GAL3ST4
T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863,-0.6297797654043022,-1.9899095851716415,0.02040816326530612,0.01473384030418251,62,62,IL4;MAPK9;MAPK3;NFKBIA;FYN;PLCG1;AKT1;IKBKB;FOS;JUN;GSK3B;CHUK;AHSA1;CHP1;MAP3K7;DLG1;IL2;PRKCQ;SOS1;CALM1;CARD11;IL5;RAF1;CALM2;MAP2K7;PIK3CA;PDK1;MAP3K8;CDK4;CD40LG;ITK;IKBKG;BCL10;MAP2K2;ZAP70;CD3D;MAP3K14;LAT;CD8A;PAK1;NCK1;RRAS;GRB2;GRAP2;CBL;NFATC2;CD28;IFNG;CSF2;PTPN6;LCK;CTLA4;NFKB1;PDCD1;MAP2K1;MALT1;TNF;PTPRC;CD4;ICOS;IL10;LCP2,CD3D;MAP3K14;LAT;CD8A;PAK1;NCK1;RRAS;GRB2;GRAP2;CBL;NFATC2;CD28;IFNG;CSF2;PTPN6;LCK;CTLA4;NFKB1;PDCD1;MAP2K1;MALT1;TNF;PTPRC;CD4;ICOS;IL10;LCP2
PI3K/AKT/mTOR - VitD3 signaling WP4141,-0.6578505407813031,-1.970073411213852,0.0,0.016698352344740177,22,22,TSC1;TSC2;PDHA1;MTOR;AKT1;RXRA;GSK3B;PRKAA2;IL12A;RELA;PIK3CA;CYP24A1;MYC;VDR;HK3;LDHA;HLA-DRA;SLC2A3;PFKFB4;CD80;IL10;CD86,VDR;HK3;LDHA;HLA-DRA;SLC2A3;PFKFB4;CD80;IL10;CD86
Fibrin Complement Receptor 3 Signaling Pathway WP4136,-0.6338445571140001,-2.1214572787021546,0.0,0.01964512040557668,41,41,PLG;IFNB1;NOS2;SRC;IRF3;AKT1;FGA;IKBKB;TRAF6;TIRAP;FGB;CHUK;TICAM1;FGG;RASSF5;LBP;PIK3CA;TLR3;CXCL3;IRAK1;IL12B;CBLB;IL6;SYK;IKBKG;IRAK4;MYD88;RHOA;PLAT;NFKB1;IRAK2;ITGB2;LY96;ITGAM;TNF;TYROBP;CXCL10;CD14;CCL2;TLR4;TICAM2,RHOA;PLAT;NFKB1;IRAK2;ITGB2;LY96;ITGAM;TNF;TYROBP;CXCL10;CD14;CCL2;TLR4;TICAM2
Type II interferon signaling (IFNG) WP619,-0.7394965574390862,-1.940330555979112,0.0,0.021667412212033103,37,36,REG1A;IFNB1;NOS2;HIST2H4A;PTPN11;PRKCD;IFI6;IRF9;EIF2AK2;IFNGR1;ISG15;IFNGR2;JAK1;OAS1;ICAM1;IRF4;IRF2;SOCS3;CIITA;IFIT2;HLA-B;PSMB9;IFNG;TAP1;IRF8;IRF1;STAT1;STAT2;CXCL9;SOCS1;SPI1;JAK2;GBP1;IL1B;CXCL10;CYBB,SOCS3;CIITA;IFIT2;HLA-B;PSMB9;IFNG;TAP1;IRF8;IRF1;STAT1;STAT2;CXCL9;SOCS1;SPI1;JAK2;GBP1;IL1B;CXCL10;CYBB
Microglia Pathogen Phagocytosis Pathway WP3937,-0.7297543297095003,-1.945267101562641,0.0,0.022100760456273766,40,40,VAV2;PIK3C2A;PIK3C3;PIK3R1;RAC3;PIK3R3;PIK3CA;PIK3R2;PLCG2;ARPC1B;SYK;TREM1;CYBA;VAV3;PIK3CB;PIK3CD;NCF4;NCF1;LAT;RAC1;PIK3CG;PTPN6;RAC2;VAV1;LYN;PIK3R6;TREM2;ITGB2;SIGLEC7;NCF2;ITGAM;HCK;TYROBP;NCKAP1L;C1QC;C1QA;CYBB;C1QB;FCER1G;FCGR1A,PIK3CD;NCF4;NCF1;LAT;RAC1;PIK3CG;PTPN6;RAC2;VAV1;LYN;PIK3R6;TREM2;ITGB2;SIGLEC7;NCF2;ITGAM;HCK;TYROBP;NCKAP1L;C1QC;C1QA;CYBB;C1QB;FCER1G;FCGR1A
SARS-CoV-2 innate immunity evasion and cell-specific immune response WP5039,-0.5405906348665459,-1.934786902032236,0.0196078431372549,0.023737853823405153,66,66,IL6R;CD160;TRAF2;CXCL5;MAVS;ACE2;HDAC2;IFNB1;IFNAR2;RAE1;IRF3;TRADD;CXCL17;TRAF6;AP1G1;BSG;RIPK1;CXCR2;LARP1;EP300;IFNAR1;TP53I3;FADD;NUP98;PF4;MX1;TBK1;TGFB1;TRAF5;JAK1;CXCL3;IRF7;SMAD3;DHX58;IL6;CASP8;CXCL13;CXCL6;IFITM1;CXCL12;CXCL2;TRIM25;DDX58;CXCL8;TANK;PPBP;IFIT2;CXCL1;LAG3;TRAF3;CCL5;CSF2;STAT1;STAT2;NFKB1;CXCL9;CXCL11;TNF;TFAP2A;CCL4;IL10;CCL3;CXCL10;CCL2;TLR7;HAVCR2,PPBP;IFIT2;CXCL1;LAG3;TRAF3;CCL5;CSF2;STAT1;STAT2;NFKB1;CXCL9;CXCL11;TNF;TFAP2A;CCL4;IL10;CCL3;CXCL10;CCL2;TLR7;HAVCR2
miRNAs involvement in the immune response in sepsis WP4329,-0.646971584048036,-1.9205568694512698,0.0,0.02578422053231939,37,37,MAPK8;NFKBIA;ELANE;IKBKB;TRAF6;TAB1;CHUK;LCN2;MAP3K7;REL;RELA;NFKB2;IRF7;IRAK1;IL6;ICAM1;TAB2;IRF5;IKBKG;MAPK14;IRAK4;RELB;CXCL8;GZMB;MYD88;TRAF3;IRF1;TLR8;VCAM1;NFKB1;TNF;IL1A;CCL4;IL10;CCL3;TLR4;TLR7,IRF7;IRAK1;IL6;ICAM1;TAB2;IRF5;IKBKG;MAPK14;IRAK4;RELB;CXCL8;GZMB;MYD88;TRAF3;IRF1;TLR8;VCAM1;NFKB1;TNF;IL1A;CCL4;IL10;CCL3;TLR4;TLR7
Purinergic signaling WP4900,-0.6496104809521029,-1.9229760634526418,0.0,0.02636581949169502,33,31,GNAZ;P2RX2;GNAT3;P2RX3;P2RX6;GNAS;GNAT1;GNAI1;P2RX5;P2RY2;GNAO1;P2RX4;P2RX1;P2RY8;P2RY14;ADORA2B;P2RY4;P2RY10;ADORA2A;LPAR4;ADORA1;P2RY6;P2RY1;P2RY11;P2RY12;GNAI3;P2RY13;GNAI2;ADORA3;P2RX7;LPAR6,ADORA2B;P2RY4;P2RY10;ADORA2A;LPAR4;ADORA1;P2RY6;P2RY1;P2RY11;P2RY12;GNAI3;P2RY13;GNAI2;ADORA3;P2RX7;LPAR6
Photodynamic therapy-induced AP-1 survival signaling. WP3611,-0.5258579784219961,-1.9018819030566085,0.0,0.030137400622191498,50,50,MAPK8;TRAF2;MAP2K6;BCL2L11;MAP2K4;MCL1;BCL2;FOS;TRAF6;FGF7;BMF;JUN;CCND1;ELK1;TP53;CFLAR;HSP90AA1;IL2;PDGFRA;BID;MAP2K3;EGFR;BAX;ATF2;MAP2K7;TRAF5;IL6;MAPK12;MAPK11;TNFRSF1A;BAK1;NFE2L2;CDKN2A;MAPK14;MMP2;MAP3K5;CCNE1;CDKN1A;MAPK13;BCL3;JUNB;CCNA2;HBEGF;BCL2L1;FAS;RB1;IFNG;FASLG;TNFSF10;TNF,IL6;MAPK12;MAPK11;TNFRSF1A;BAK1;NFE2L2;CDKN2A;MAPK14;MMP2;MAP3K5;CCNE1;CDKN1A;MAPK13;BCL3;JUNB;CCNA2;HBEGF;BCL2L1;FAS;RB1;IFNG;FASLG;TNFSF10;TNF
Photodynamic therapy-induced NF-kB survival signaling WP3617,-0.6621538904709822,-1.9110710854070947,0.0,0.030169292051421326,35,35,PTGS2;IKBKB;TRAF6;EGLN2;CCND1;SELE;CHUK;CFLAR;IL2;REL;RELA;NFKB2;MMP9;IL6;ICAM1;TNFRSF1A;CD40LG;MMP3;CXCL2;BCL2L2;VEGFA;MMP2;RELB;BIRC5;MMP1;CXCL8;CSF2;BCL2A1;BIRC3;BIRC2;VCAM1;NFKB1;TNF;IL1B;IL1A,IL6;ICAM1;TNFRSF1A;CD40LG;MMP3;CXCL2;BCL2L2;VEGFA;MMP2;RELB;BIRC5;MMP1;CXCL8;CSF2;BCL2A1;BIRC3;BIRC2;VCAM1;NFKB1;TNF;IL1B;IL1A
LTF danger signal response pathway WP4478,-0.6886899965433774,-1.8911047646408776,0.02040816326530612,0.0319233206590621,19,19,MAPK1;IFNB1;TRAF6;AGER;IFNA1;LTF;IRAK1;IL6;TREM1;IRAK4;CXCL8;MYD88;NFKB1;TNF;IL1B;TLR2;IL1A;CD14;TLR4,IRAK4;CXCL8;MYD88;NFKB1;TNF;IL1B;TLR2;IL1A;CD14;TLR4
COVID-19 adverse outcome pathway WP4891,-0.7221584737363276,-1.89160227737673,0.02127659574468085,0.033311291122499594,15,15,TMPRSS2;ACE2;AGT;CSF3;IL2;IL6;CXCL8;IL7;TNF;IL1B;IL2RA;IL10;CCL3;CXCL10;CCL2,TNF;IL1B;IL2RA;IL10;CCL3;CXCL10;CCL2
"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341",-0.529096567221252,-1.876927922670549,0.02,0.03712927756653992,71,70,MAPK9;MAPK8;CAMK2B;PRKCZ;CAMK2G;PLCE1;MAPK3;PLCD1;MAPK1;MAPK7;PLCB4;MED1;PLCB1;HRAS;IKBKB;RXRA;PRKCE;KRAS;JUN;PRKCD;PRKCG;PRKCQ;RXRG;SP3;ISG15;PLCB3;CAMK2A;NRAS;NFKB2;PLCG2;JAK1;RXRB;PLCB2;IL6;MAPK12;CYP27B1;MAPK11;TNFRSF1A;CD40LG;CYP24A1;IFI27L2;MAPK14;DEFB4A;CAMK2D;TYK2;RELB;PRKCH;NOD2;CXCL8;MAPK13;CD40;PRKCA;CAV1;CAMP;OAS2;RSAD2;VDR;SP1;IFNG;ETS1;PRKCB;STAT1;STAT2;TLR8;NFKB1;IFI44L;TNF;TLR2;CCL2;TLR4,MAPK12;CYP27B1;MAPK11;TNFRSF1A;CD40LG;CYP24A1;IFI27L2;MAPK14;DEFB4A;CAMK2D;TYK2;RELB;PRKCH;NOD2;CXCL8;MAPK13;CD40;PRKCA;CAV1;CAMP;OAS2;RSAD2;VDR;SP1;IFNG;ETS1;PRKCB;STAT1;STAT2;TLR8;NFKB1;IFI44L;TNF;TLR2;CCL2;TLR4
Chemokine signaling pathway WP3929,-0.47932293200748,-1.871516678958527,0.0,0.0391013454226382,164,164,CXCL14;ADCY5;SHC1;ADCY1;PTK2;VAV2;BRAF;CCL15;GNB5;ADCY2;ADCY6;PRKCZ;ARRB1;CCR10;STAT5B;CXCL5;CCL27;MAPK3;CXCL16;GNG7;MAPK1;FOXO3;GRK5;ADCY9;NFKBIA;PLCB4;GNB1;STAT3;GNG11;SHC2;GNG4;CCL21;AKT1;PLCB1;HRAS;CCL25;IKBKB;KRAS;CRKL;ROCK2;PIK3R1;PRKCD;GRK6;GSK3B;CHUK;GNAI1;GNG8;SHC4;CXCR2;ADCY3;WASL;CDC42;CCL19;SOS1;GNB3;GNB2;CCR9;GNGT1;PARD3;RASGRP2;CRK;CXCR4;AKT3;GNG13;PRKX;GNG5;PIK3R3;GNG3;PLCB3;RAF1;CCL17;GRK2;RELA;NRAS;ADCY4;XCL1;PF4;BCAR1;GNG12;PIK3CA;PIK3R2;SOS2;CCL20;SHC3;CXCL3;ROCK1;XCR1;PLCB2;RAP1B;AKT2;ELMO1;CCR4;CCR7;NFKBIB;PRKACB;PTK2B;ADCY7;VAV3;CXCL13;ITK;CCL24;CCL1;CCL22;CXCL12;IKBKG;PIK3CB;PRKACG;TIAM2;PXN;CX3CL1;CCR3;PIK3CD;RAP1A;ARRB2;CCL28;CCR8;NCF1;CXCR6;JAK3;ADCY8;CXCR3;PIK3R5;CCL7;GNG2;GRK4;FGR;CCR6;PAK1;CCR2;GRB2;PPBP;GNG10;CCL11;CCL26;CXCR5;GNGT2;RAC1;CCL5;CSK;PIK3CG;PRKCB;RAC2;VAV1;LYN;STAT1;STAT2;NFKB1;CX3CR1;GNAI3;WAS;MAP2K1;GNAI2;CXCL9;PREX1;CXCL11;HCK;DOCK2;JAK2;CCL4;CCL3;GNB4;CXCL10;TIAM1;CCR1,CCR4;CCR7;NFKBIB;PRKACB;PTK2B;ADCY7;VAV3;CXCL13;ITK;CCL24;CCL1;CCL22;CXCL12;IKBKG;PIK3CB;PRKACG;TIAM2;PXN;CX3CL1;CCR3;PIK3CD;RAP1A;ARRB2;CCL28;CCR8;NCF1;CXCR6;JAK3;ADCY8;CXCR3;PIK3R5;CCL7;GNG2;GRK4;FGR;CCR6;PAK1;CCR2;GRB2;PPBP;GNG10;CCL11;CCL26;CXCR5;GNGT2;RAC1;CCL5;CSK;PIK3CG;PRKCB;RAC2;VAV1;LYN;STAT1;STAT2;NFKB1;CX3CR1;GNAI3;WAS;MAP2K1;GNAI2;CXCL9;PREX1;CXCL11;HCK;DOCK2;JAK2;CCL4;CCL3;GNB4;CXCL10;TIAM1;CCR1
