Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Fc-gamma receptor signaling pathway (GO:0038094),0.6043295353464545,2.3286453933809232,0.0,0.0025463032625450996,72,50,BAIAP2;PTK2;VAV1;MYO1C;MAPK3;NCK1;LIMK1;PAK1;ARPC3;PLD2;ELMO2;PLA2G6;ARPC2;CRK;ACTB;RAC1;ARPC1B;ACTG1;MYO10;SYK;LYN;CDC42;ABI1;ABL1;PIK3CA;NCKIPSD;PLCG1;HSP90AA1;ARPC4;GRB2;SRC;ACTR3;CYFIP1;WASF2;ACTR2;VAV2;WIPF2;MAPK1;FYN;YES1;ARPC5;NCKAP1;PRKCD;BRK1;ARPC1A;PIK3CB;DOCK1;PIK3R2;WASL;HSP90AB1,BAIAP2;PTK2;VAV1;MYO1C;MAPK3;NCK1;LIMK1;PAK1;ARPC3;PLD2;ELMO2;PLA2G6;ARPC2;CRK;ACTB;RAC1;ARPC1B;ACTG1;MYO10
Fc receptor mediated stimulatory signaling pathway (GO:0002431),0.6043295353464545,2.3620591699964164,0.0,0.003055563915054119,74,50,BAIAP2;PTK2;VAV1;MYO1C;MAPK3;NCK1;LIMK1;PAK1;ARPC3;PLD2;ELMO2;PLA2G6;ARPC2;CRK;ACTB;RAC1;ARPC1B;ACTG1;MYO10;SYK;LYN;CDC42;ABI1;ABL1;PIK3CA;NCKIPSD;PLCG1;HSP90AA1;ARPC4;GRB2;SRC;ACTR3;CYFIP1;WASF2;ACTR2;VAV2;WIPF2;MAPK1;FYN;YES1;ARPC5;NCKAP1;PRKCD;BRK1;ARPC1A;PIK3CB;DOCK1;PIK3R2;WASL;HSP90AB1,BAIAP2;PTK2;VAV1;MYO1C;MAPK3;NCK1;LIMK1;PAK1;ARPC3;PLD2;ELMO2;PLA2G6;ARPC2;CRK;ACTB;RAC1;ARPC1B;ACTG1;MYO10
endomembrane system organization (GO:0010256),0.4371621019949681,2.1080818042802614,0.0,0.0032738184804151278,199,149,NPLOC4;VAPA;SEC61A1;MYOF;DMPK;PLEKHM2;CSNK1D;VPS51;TMED3;SEC31A;OBSL1;ARHGEF7;TRAPPC12;REEP4;HUWE1;SURF4;CHMP2B;SEC16A;TJAP1;CLASP2;RAB43;GOLGA2;SNX33;HOOK1;FAM174B;GOLGB1;MYO18A;REEP5;TMED7;TBC1D20;WASHC5;GAK;MAPK15;SYNGR2;TMEM170A;EIF2AK3;GBF1;BCAS3;SERP1;ARL1;TMCC1;HTT;TMED10;DYM;VMP1;DNM1;ANK3;OSBPL2;SQSTM1;VPS33B;CAV2;GOLPH3;UBXN2A;GOLGA8B;CDC42;MIA3;COG4;PLEKHJ1;OPTN;RAB1A;A4GALT;CUL7;SPAG4;TMED4;LMAN2;LAPTM4B;TANGO2;CSNK1A1;PHETA1;RAB2A;BLZF1;CTDNEP1;SEC23IP;UBXN2B;REEP6;SLC9A3R1;GOLPH3L;AKTIP;ATL2;GORASP1;GOLGA8A;TMED5;SUN1;AP3D1;LMAN2L;DNM1L;VAPB;TMED2;ANXA8;GOLGA5;ALS2CL;HOOK2;CLASP1;ATP8B1;COG7;WASHC4;GORASP2;LEMD2;TOR1A;ARHGAP21;COG2;SRGN;TOR1AIP2;NUP93;SPTBN1;SUN2;ARFGEF2;TMED9;DOP1B;EXOC8;TOR1B;PI4K2A;LAMTOR1;RAB22A;PHETA2;TRAPPC11;NSFL1C;BAG5;VPS4A;VPS11;REEP3;COG3;USP8;LYSMD3;DYSF;RAB29;DNAJC13;TMED1;STX17;PLEKHF1;ANXA8L1;COG1;ARFGEF1;TLCD1;NUP155;SMPD4;TRAPPC8;USP6NL;LNPK;SNX10;ATL3;LMAN1;BNIP1;RNF26;ALS2;PI4K2B;VPS18;LEMD3;ZW10,NPLOC4;VAPA;SEC61A1;MYOF;DMPK;PLEKHM2;CSNK1D;VPS51;TMED3;SEC31A;OBSL1;ARHGEF7;TRAPPC12;REEP4;HUWE1;SURF4;CHMP2B;SEC16A;TJAP1;CLASP2;RAB43;GOLGA2;SNX33;HOOK1;FAM174B;GOLGB1;MYO18A;REEP5;TMED7;TBC1D20;WASHC5;GAK;MAPK15;SYNGR2;TMEM170A;EIF2AK3;GBF1;BCAS3;SERP1;ARL1;TMCC1;HTT;TMED10;DYM;VMP1;DNM1;ANK3;OSBPL2;SQSTM1;VPS33B;CAV2;GOLPH3;UBXN2A;GOLGA8B;CDC42;MIA3;COG4;PLEKHJ1;OPTN;RAB1A;A4GALT;CUL7;SPAG4;TMED4;LMAN2;LAPTM4B
Golgi organization (GO:0007030),0.4695521050491649,2.1145424305560137,0.0,0.0035256506712162913,130,94,NPLOC4;YWHAZ;GCC2;STX5;PLEKHM2;CSNK1D;VPS51;STK25;TMED3;OBSL1;ARHGEF7;TRAPPC12;HUWE1;SURF4;GOSR2;SEC16A;TJAP1;CLASP2;RAB43;GOLGA2;FAM174B;GOLGB1;MYO18A;BET1;TMED7;TBC1D20;GAK;VTI1B;GBF1;BCAS3;ARL1;HTT;PRMT5;TMED10;DYM;VMP1;GOLPH3;UBXN2A;GOLGA8B;VTI1A;CDC42;COG4;OPTN;RAB1A;CUL7;TMED4;LMAN2;TANGO2;CSNK1A1;PDCD10;RAB2A;BLZF1;SEC23IP;UBXN2B;GOLPH3L;ATL2;GORASP1;GOLGA8A;TMED5;LMAN2L;STX16;TMED2;GOLGA5;CLASP1;ATP8B1;COG7;GORASP2;SEC22B;ARHGAP21;COG2;TMED9;VAMP4;PI4K2A;TRAPPC11;NSFL1C;BAG5;COG3;LYSMD3;RAB29;TMED1;STX17;COG1;ARFGEF1;FHDC1;TRAPPC8;USP6NL;CDK1;STX6;ATL3;LMAN1;PLK3;PI4K2B;ZW10;VRK1,NPLOC4;YWHAZ;GCC2;STX5;PLEKHM2;CSNK1D;VPS51;STK25;TMED3;OBSL1;ARHGEF7;TRAPPC12;HUWE1;SURF4;GOSR2;SEC16A;TJAP1;CLASP2;RAB43;GOLGA2;FAM174B;GOLGB1;MYO18A;BET1;TMED7;TBC1D20;GAK;VTI1B;GBF1;BCAS3;ARL1;HTT;PRMT5;TMED10;DYM;VMP1;GOLPH3;UBXN2A;GOLGA8B;VTI1A;CDC42;COG4;OPTN
actin filament organization (GO:0007015),0.4399923316153744,2.0841313582583534,0.0,0.003594781076534258,152,95,BAIAP2;MYO1B;EPS8;MYO1C;MYO5B;DMTN;ALDOA;FLII;BIN3;ELMO2;TPM3;RHOC;MYO1E;CORO1B;FLNA;CORO1C;GAS2L1;DLG1;CORO6;ENAH;MYO6;RHOA;CAPG;INPPL1;ARHGEF2;MYO1F;RAC1;ABI2;TRIOBP;RAC2;VILL;ACTN1;TPM2;LCP1;CORO7;FAT1;DBN1;MCU;HIP1R;SPIRE2;RHOBTB1;CDC42;ABI1;ARHGAP17;PLS1;MYO1D;COBL;TMOD3;RHOD;ARPC4;FHOD3;TPM1;SHROOM3;RND3;ELMO3;BAIAP2L1;RHOF;NEBL;CDC42EP2;NEDD9;TPM4;CARMIL1;CD2AP;RHOG;BCAR1;TMOD1;GSN;PPP1R9B;RHOBTB3;MPRIP;DSTN;AVIL;RUFY3;SPIRE1;MYO5C;SH3BP1;MAD2L2;FHOD1;ARHGAP12;EMP2;SHROOM1;WASL;RAC3;SVIL;MYO19;BAIAP2L2;PLS3;RHOBTB2;RHOB;GHRL;RND1;HIP1;MARCKSL1;CORO1A;MARCKS,BAIAP2;MYO1B;EPS8;MYO1C;MYO5B;DMTN;ALDOA;FLII;BIN3;ELMO2;TPM3;RHOC;MYO1E;CORO1B;FLNA;CORO1C;GAS2L1;DLG1;CORO6;ENAH;MYO6;RHOA;CAPG;INPPL1;ARHGEF2;MYO1F;RAC1;ABI2;TRIOBP;RAC2;VILL;ACTN1;TPM2;LCP1;CORO7;FAT1;DBN1;MCU;HIP1R;SPIRE2;RHOBTB1;CDC42;ABI1
response to organonitrogen compound (GO:0010243),0.5924774985697014,2.0851728449219262,0.0,0.0038194548938176496,40,22,RNF139;RHBDD1;UBXN6;VCP;SEL1L;DNAJB12;DHFR;HLCS;KYNU;IL6;DERL1;CCDC47;MEAK7;MTOR;KAT7;ERLEC1;INAVA;SYVN1;RRAGC;RNF185;RNF5;IRF5,RNF139;RHBDD1;UBXN6;VCP;SEL1L;DNAJB12;DHFR;HLCS;KYNU;IL6;DERL1
secondary alcohol biosynthetic process (GO:1902653),0.5876897980308642,2.0963718249737417,0.0,0.004074085220072159,34,29,HMGCR;HMGCS1;INSIG2;EBP;SQLE;ACAT2;DHCR24;MVD;DHCR7;CYP51A1;CES1;ACLY;MSMO1;LSS;FDFT1;ACAA2;INSIG1;FDPS;HSD17B7;NSDHL;IDI1;MVK;G6PD;LBR;TM7SF2;GGPS1;ARV1;PLPP6;PMVK,HMGCR;HMGCS1;INSIG2;EBP;SQLE;ACAT2;DHCR24;MVD;DHCR7;CYP51A1;CES1;ACLY;MSMO1;LSS;FDFT1;ACAA2;INSIG1;FDPS;HSD17B7;NSDHL;IDI1
cholesterol metabolic process (GO:0008203),0.49721589569264035,2.0535801884848714,0.0,0.005347236851344709,77,48,HMGCR;APOL2;STARD3;HMGCS1;INSIG2;EBP;SQLE;ACAT2;LDLRAP1;DHCR24;MVD;DHCR7;CYP51A1;CES1;GBA2;ACLY;RXRA;MSMO1;LSS;FDFT1;ACAA2;INSIG1;FDPS;HSD17B7;NSDHL;IDI1;TSKU;ABCA1;PPARD;MVK;SCAP;G6PD;SNX17;LBR;TM7SF2;GGPS1;FDX1;OSBPL1A;APOE;CLN8;GBA;ARV1;CLN6;SOAT1;PLPP6;PIP4P1;SULT2B1;PMVK,HMGCR;APOL2;STARD3;HMGCS1;INSIG2;EBP;SQLE;ACAT2;LDLRAP1;DHCR24;MVD;DHCR7;CYP51A1;CES1;GBA2;ACLY;RXRA;MSMO1;LSS;FDFT1;ACAA2;INSIG1
regulation of glucose import (GO:0046324),0.64674966742481,2.0631141257382173,0.0,0.005628670369836536,37,20,CAPN10;PRKAG2;PEA15;IRS2;AKT1;GRB10;SELENOS;CREBL2;OSBPL8;APPL2;RTN2;RHOQ;AKT2;OCLN;PRKCI;PTPN11;IRS1;ARPP19;GSK3A;APPL1,CAPN10;PRKAG2;PEA15;IRS2;AKT1;GRB10;SELENOS;CREBL2;OSBPL8;APPL2;RTN2;RHOQ;AKT2;OCLN
"retrograde protein transport, ER to cytosol (GO:0030970)",0.6625165876871856,2.0416383862642236,0.0,0.005820121742960227,17,17,NPLOC4;RHBDD1;VCP;SEL1L;SELENOS;AUP1;TMEM129;DERL1;HERPUD1;HSP90B1;DERL2;FAF2;SEC61B;OS9;HM13;UFD1;SYVN1,NPLOC4;RHBDD1;VCP;SEL1L;SELENOS;AUP1;TMEM129;DERL1;HERPUD1;HSP90B1;DERL2;FAF2;SEC61B;OS9
positive regulation of apoptotic signaling pathway (GO:2001235),0.47912389145085194,2.0736051165272222,0.0,0.005941374279271899,59,49,PMAIP1;BCL2L11;TNFRSF12A;STYXL1;TRAF2;LTBR;RACK1;BID;PML;TPD52L1;CAV1;BCLAF1;TNFSF12;FIS1;BAD;PYCARD;TP53;BCL10;WWOX;ING5;DAB2IP;BCAP31;RPS3;TRAF7;CYLD;NKX3-1;RIPK1;SLC9A3R1;BECN1;HYAL2;PAK2;DNM1L;BCL2L1;BAX;DDIT3;TGFBR1;DEDD2;SIAH1;LCK;TNFSF10;BBC3;BMF;CRADD;S100A9;GSDME;BOK;FADD;G0S2;NUPR1,PMAIP1;BCL2L11;TNFRSF12A;STYXL1;TRAF2;LTBR;RACK1;BID;PML;TPD52L1;CAV1;BCLAF1;TNFSF12;FIS1;BAD;PYCARD;TP53;BCL10;WWOX;ING5;DAB2IP;BCAP31
cellular response to interleukin-12 (GO:0071349),0.5215878307728802,2.0363485825565095,0.0,0.006250017098974335,48,38,RAP1B;PSME2;P4HB;ANXA2;MSN;CD47;RPLP0;TYK2;MTAP;SIRPA;LCP1;CFL1;PDCD4;SNRPA1;PPIA;AIP;CDC42;HNRNPDL;HNRNPF;GSTO1;CAPZA1;SERPINB2;ARF1;PAK2;JAK1;SOD2;PITPNA;MIF;LMNB1;HNRNPA2B1;TCP1;SOD1;BOLA2;CNN2;TALDO1;RALA;JAK2;HSPA9,RAP1B;PSME2;P4HB;ANXA2;MSN;CD47;RPLP0;TYK2;MTAP;SIRPA;LCP1;CFL1;PDCD4;SNRPA1;PPIA;AIP;CDC42;HNRNPDL
