Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
positive regulation of intracellular signal transduction (GO:1902533),0.16988049065244692,0.6159543390275853,0.9375,0.9890450599421248,546,29,FLNA;MET;AXL;RPS3;ERBB3;GRB2;EGFR;GAB1;SHC1;LYN;HSP90AA1;TFRC;GAB2;ERBB2;BCAR3;PIK3R2;LAMTOR1;PTK2;PTPN11;HSP90AB1;ITGB1;ZDHHC13;WWC1;IRS2;GPRC5B;SRC;TGM2;JAK2;LCK,FLNA;MET;AXL;RPS3;ERBB3;GRB2;EGFR;GAB1;SHC1;LYN;HSP90AA1
negative regulation of programmed cell death (GO:0043069),0.25820993517718543,0.9136611719946385,0.5714285714285714,0.995744473895387,381,25,FLNA;MET;AXL;ANXA1;CFL1;MRE11;RASA1;SON;EGFR;SHC1;ARHGDIA;TFRC;ITCH;KRT18;PTK2;NME2;TJP1;BAG3;HIPK3;GSTP1;ANXA5;SRC;CDK1;FHL2;PTK2B,FLNA;MET;AXL;ANXA1;CFL1;MRE11;RASA1;SON;EGFR;SHC1;ARHGDIA
positive regulation of cellular process (GO:0048522),-0.40745899100745236,-1.3330375570093633,0.07692307692307693,1.0,625,21,CDK2;ERBB3;EGFR;SHC1;LYN;ACLY;GAB2;ERBB2;FER;PTK2;TJP1;HSP90AB1;IRS2;SDCBP;EFNB2;SIRPA;TGM2;PARD3;SHANK2;PRKCD;PTK2B,SIRPA;TGM2;PARD3;SHANK2;PRKCD;PTK2B
protein autophosphorylation (GO:0046777),-0.37667970185897826,-1.1108070833635275,0.19696969696969696,1.0,159,16,MAPK3;MTOR;PEAK1;EGFR;LYN;ERBB2;FER;PTK2;EPHB4;ABL1;TNK1;SRC;EPHB3;JAK2;DYRK1A;PTK2B,TNK1;SRC;EPHB3;JAK2;DYRK1A;PTK2B
regulation of GTPase activity (GO:0043087),-0.36197223043289084,-1.1240406644008873,0.3103448275862069,1.0,189,15,ARAP1;PKP4;ARHGAP12;AFDN;CRK;ERBB2;BCAR3;PTK2;ITGB1;SIPA1L1;RAPGEF1;ARHGEF5;TGM2;EPHB3;ARHGAP27,RAPGEF1;ARHGEF5;TGM2;EPHB3;ARHGAP27
peptidyl-tyrosine phosphorylation (GO:0018108),-0.4052042356719826,-1.1550647755498675,0.3137254901960784,1.0,69,15,MAPK3;EPHB2;ABI2;EGFR;LYN;ERBB2;FER;PTK2;SYK;ABL1;SRC;JAK2;DYRK1A;PTK2B;LCK,SRC;JAK2;DYRK1A;PTK2B;LCK
enzyme linked receptor protein signaling pathway (GO:0007167),-0.2984855612415307,-1.0733554306609228,0.3448275862068966,1.0,140,26,EPHA2;MET;AXL;EPHB2;TNK2;ERBB3;EGFR;SHC1;LYN;YES1;ERBB2;FER;BCAR1;MPZL1;PTK2;NEDD9;EPHB4;SYK;TNK1;RAPGEF1;SRC;FRK;EPHB3;JAK2;PTK2B;LCK,TNK1;RAPGEF1;SRC;FRK;EPHB3;JAK2;PTK2B;LCK
protein phosphorylation (GO:0006468),-0.29501136388722016,-1.0767507961956195,0.34545454545454546,1.0,496,35,CDK2;DYRK2;MAPK3;MTOR;EPHB2;ABI2;CDK5;PEAK1;MAPK1;HIPK1;TYK2;EGFR;LYN;ERBB2;FER;MAPK9;PTK2;PRPF4B;EPHB4;SYK;HIPK3;GSK3A;ABL1;MAPK14;TNK1;SRC;CDK1;FRK;MAPK13;EPHB3;JAK2;PRKCD;DYRK1A;PTK2B;LCK,SRC;CDK1;FRK;MAPK13;EPHB3;JAK2;PRKCD;DYRK1A;PTK2B;LCK
integrin-mediated signaling pathway (GO:0007229),-0.3656129900814706,-1.0879861624606868,0.36507936507936506,1.0,75,15,MYH9;ERBIN;ITGB4;BCAR1;ADAM9;PTK2;NME2;NEDD9;SYK;ITGB1;ABL1;FYB1;SRC;PTK2B;ZYX,PTK2B;ZYX
regulation of cytoskeleton organization (GO:0051493),0.3367088924920002,1.0354442891136284,0.375,1.0,112,15,PHLDB2;DIAPH1;MAPK3;MTOR;MAPK1;EZR;ARHGAP35;CRK;PTK2;TJP1;ABL1;BAIAP2;ARHGEF5;PRKCD;TWF2,PHLDB2;DIAPH1;MAPK3;MTOR;MAPK1;EZR
cellular protein modification process (GO:0006464),-0.27942069346872594,-1.0420234904727301,0.3968253968253968,1.0,1025,37,DSP;CDK2;ANXA1;DYRK2;MAPK3;MTOR;CDK5;PEAK1;MAPK1;HIPK1;TYK2;LYN;LMO7;YES1;ERBB2;FER;PSMA2;TRIOBP;MAPK9;PRPF4B;SYK;HIPK3;PTPRK;GSK3A;ABL1;PSMC1;PSMB4;TNK1;CDK1;FRK;TGM2;JAK2;PRKCD;DYRK1A;DAPP1;PTK2B;LCK,CDK1;FRK;TGM2;JAK2;PRKCD;DYRK1A;DAPP1;PTK2B;LCK
cellular component assembly (GO:0022607),0.32890481763308044,1.0511582017656846,0.4,1.0,261,16,WASL;FLNA;CD2AP;EPS8;EZR;ACTB;LPXN;BAIAP2L1;SPTBN1;NEDD9;VASP;BAIAP2;PKP2;LCP1;PARD3;PTK2B,WASL;FLNA;CD2AP;EPS8;EZR;ACTB;LPXN
membrane organization (GO:0061024),0.32556382645835885,1.015016382705208,0.4716981132075472,1.0,242,16,WASL;CTTN;HGS;ACTB;ARPC3;GRB2;EGFR;TFRC;CHMP1A;LDLR;NSFL1C;PACSIN2;SPTBN1;HSPA8;FNBP1L;EPS15L1,WASL;CTTN;HGS;ACTB;ARPC3;GRB2;EGFR
Ras protein signal transduction (GO:0007265),0.3132708954022273,0.9293951225590674,0.5192307692307693,1.0,142,15,CDK2;CFL1;ABI2;EPS8;GRB2;SOS1;SHC1;ARHGDIA;ARHGDIB;G3BP1;ARHGAP5;MAPK14;EPS8L1;RAPGEF1;BRK1,CDK2;CFL1;ABI2;EPS8;GRB2;SOS1;SHC1;ARHGDIA
MAPK cascade (GO:0000165),0.28353981676728124,0.930637916475129,0.5217391304347826,1.0,303,22,MET;MAPK3;SPTAN1;MAPK1;RASA1;ERBB3;GRB2;SOS1;EGFR;SHC1;ERBB2;PSMA2;PIK3R2;PTK2;SPTBN1;IRS2;PSMC1;PSMB4;DLG3;CDK1;MAPK13;JAK2,MET;MAPK3;SPTAN1;MAPK1;RASA1;ERBB3;GRB2;SOS1;EGFR;SHC1
regulation of cell migration (GO:0030334),0.2985145836670472,0.9433865191825387,0.5416666666666666,1.0,408,19,VCL;FLNA;ANXA1;EPHB2;EGFR;PIK3R3;AFDN;FER;BCAR1;ADAM9;PTK2;TJP1;NEDD9;ITGB1;PTPRK;SDCBP;SRC;ROBO1;PTK2B,VCL;FLNA;ANXA1;EPHB2
neutrophil activation involved in immune response (GO:0002283),-0.25896726061053144,-0.9275112749914992,0.5714285714285714,1.0,485,28,VCL;EEF1A1;DSP;DIAPH1;SPTAN1;MAPK1;ALDOA;ANXA2;PKM;HSP90AA1;ACLY;PSMA2;LAMTOR1;NME2;CAP1;SYK;HSP90AB1;SDCBP;MAPK14;HSPA8;GSTP1;TOM1;FRK;SIRPA;TUBB4B;PRKCD;PGM1;PGAM1,TOM1;FRK;SIRPA;TUBB4B;PRKCD;PGM1;PGAM1
neutrophil degranulation (GO:0043312),-0.26422672874673375,-0.9064544579622562,0.6274509803921569,1.0,481,27,VCL;EEF1A1;DSP;DIAPH1;SPTAN1;MAPK1;ALDOA;ANXA2;PKM;HSP90AA1;ACLY;PSMA2;LAMTOR1;NME2;CAP1;HSP90AB1;SDCBP;MAPK14;HSPA8;GSTP1;TOM1;FRK;SIRPA;TUBB4B;PRKCD;PGM1;PGAM1,TOM1;FRK;SIRPA;TUBB4B;PRKCD;PGM1;PGAM1
phosphorylation (GO:0016310),-0.2505712633583798,-0.9041330031007155,0.6470588235294118,1.0,400,30,CDK2;DYRK2;MAPK3;MTOR;EPHB2;CDK5;PEAK1;MAPK1;HIPK1;TYK2;TNK2;LIMD1;LYN;ERBB2;FER;MAPK9;PRPF4B;SYK;PI4KA;HIPK3;GSK3A;ABL1;TNK1;CDK1;FRK;JAK2;PRKCD;DYRK1A;PTK2B;LCK,CDK1;FRK;JAK2;PRKCD;DYRK1A;PTK2B;LCK
regulation of neuron projection development (GO:0010975),-0.2793610267375185,-0.8666275882167579,0.6730769230769231,1.0,165,15,CFL1;ABI2;CDK5;LYN;DBN1;ARHGAP35;PDLIM5;TWF1;GSK3A;SIPA1L1;EFNB2;RAPGEF1;EPHB3;TWF2;PTK2B,EFNB2;RAPGEF1;EPHB3;TWF2;PTK2B
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),-0.264465726541262,-0.861801146987461,0.6851851851851852,1.0,71,20,WASL;MAPK3;MAPK1;ACTB;ARPC3;GRB2;LYN;HSP90AA1;YES1;CRK;PIK3R2;PTK2;SYK;HSP90AB1;ABL1;BAIAP2;SRC;PRKCD;BRK1;ELMO2,PRKCD;BRK1;ELMO2
Fc-gamma receptor signaling pathway (GO:0038094),-0.264465726541262,-0.8710004455903746,0.6896551724137931,1.0,72,20,WASL;MAPK3;MAPK1;ACTB;ARPC3;GRB2;LYN;HSP90AA1;YES1;CRK;PIK3R2;PTK2;SYK;HSP90AB1;ABL1;BAIAP2;SRC;PRKCD;BRK1;ELMO2,PRKCD;BRK1;ELMO2
regulation of transcription by RNA polymerase II (GO:0006357),0.2446218977189644,0.8636865154032495,0.6904761904761905,1.0,2206,23,WASL;HNRNPU;MET;MAPK3;RBM14;EZR;EGFR;LMO7;STAT6;CRK;ERBB2;PIK3R2;KAT2A;NME2;WWC1;SDCBP;ABL1;MAPK14;NUCKS1;CDK1;FRK;FHL2;DNAJB1,WASL;HNRNPU;MET;MAPK3;RBM14
Fc receptor mediated stimulatory signaling pathway (GO:0002431),-0.264465726541262,-0.8565744195666496,0.6949152542372882,1.0,74,20,WASL;MAPK3;MAPK1;ACTB;ARPC3;GRB2;LYN;HSP90AA1;YES1;CRK;PIK3R2;PTK2;SYK;HSP90AB1;ABL1;BAIAP2;SRC;PRKCD;BRK1;ELMO2,PRKCD;BRK1;ELMO2
neutrophil mediated immunity (GO:0002446),-0.26422672874673375,-0.8977746063710351,0.7017543859649122,1.0,488,27,VCL;EEF1A1;DSP;DIAPH1;SPTAN1;MAPK1;ALDOA;ANXA2;PKM;HSP90AA1;ACLY;PSMA2;LAMTOR1;NME2;CAP1;HSP90AB1;SDCBP;MAPK14;HSPA8;GSTP1;TOM1;FRK;SIRPA;TUBB4B;PRKCD;PGM1;PGAM1,TOM1;FRK;SIRPA;TUBB4B;PRKCD;PGM1;PGAM1
"negative regulation of transcription, DNA-templated (GO:0045892)",-0.2788457663040995,-0.8562735870191934,0.7037037037037037,1.0,948,15,HNRNPU;FLNA;CDK5;EZR;SHC1;LIMD1;CHMP1A;WWC1;PTPRK;SDCBP;HSPA8;FRK;FHL2;DNAJB1;ATP8B1,FRK;FHL2;DNAJB1;ATP8B1
cellular response to oxygen-containing compound (GO:1901701),-0.259913652500936,-0.8214188307667346,0.723404255319149,1.0,323,25,CDK2;AXL;PXN;MAPK3;MTOR;RPS3;MAPK1;EZR;ACTB;EGFR;LYN;FER;ADAM9;MAPK9;LAMTOR1;PTPRK;MAPK14;GSTP1;RAPGEF1;SIRPA;TGM2;PRKCD;GIT1;TWF2;PTK2B,GSTP1;RAPGEF1;SIRPA;TGM2;PRKCD;GIT1;TWF2;PTK2B
cellular response to cytokine stimulus (GO:0071345),0.2007477816385406,0.7111669526414066,0.75,1.0,482,25,HNRNPU;AXL;ANXA1;ERBIN;RPS3;INPPL1;TYK2;GRB2;SOS1;SHC1;HSP90AA1;STAT6;GAB2;CRK;FER;PTPN11;SYK;ITGB1;GSK3A;HSPA8;RAPGEF1;SIRPA;MAPK13;JAK2;LCK,HNRNPU;AXL;ANXA1;ERBIN;RPS3;INPPL1;TYK2;GRB2;SOS1;SHC1;HSP90AA1;STAT6
regulation of apoptotic process (GO:0042981),0.19541665898901164,0.7766988315812665,0.76,1.0,742,36,FLNA;AXL;ANXA1;CFL1;MRE11;CDK5;RPS3;RBM5;RASA1;SON;SOS1;EGFR;SHC1;ARHGDIA;HSP90AA1;TFRC;ITCH;BCAR1;KRT18;ACTN1;PTK2;NME2;TJP1;ITGB1;BAG3;HIPK3;ABL1;GSTP1;ANXA5;SRC;ARHGEF5;CDK1;TGM2;JAK2;FHL2;PTK2B,FLNA;AXL;ANXA1;CFL1;MRE11;CDK5;RPS3;RBM5;RASA1;SON;SOS1;EGFR;SHC1;ARHGDIA
axon guidance (GO:0007411),0.2338497067719846,0.7808900720892289,0.7659574468085106,1.0,203,23,EPHA2;MAPK3;EPHB2;SPTAN1;MAPK1;EZR;GRB2;SOS1;GAB1;SHC1;ARHGAP35;GAB2;PTK2;SPTBN1;PTPN11;EPHB4;IRS2;VASP;EFNB2;SRC;EPHB3;ROBO1;DOK1,EPHA2;MAPK3;EPHB2;SPTAN1;MAPK1;EZR;GRB2;SOS1;GAB1;SHC1;ARHGAP35
regulation of protein kinase B signaling (GO:0051896),0.2695925907438149,0.8177414499167175,0.7804878048780488,1.0,207,18,EPHA2;MET;AXL;ERBB3;GRB2;EGFR;GAB1;HSP90AA1;GAB2;ERBB2;PIK3R2;PTK2;PTPN11;HSP90AB1;ITGB1;IRS2;SRC;LCK,EPHA2;MET;AXL;ERBB3;GRB2;EGFR;GAB1;HSP90AA1
axonogenesis (GO:0007409),0.229010902337683,0.8129230322646217,0.8157894736842105,1.0,240,29,EPHA2;MAPK3;EPHB2;CDK5;SPTAN1;MAPK1;EZR;ACTB;GRB2;SOS1;GAB1;SHC1;ARHGAP35;HSP90AA1;GAB2;PTK2;SPTBN1;PTPN11;EPHB4;HSP90AB1;IRS2;VASP;BAIAP2;EFNB2;SRC;EPHB3;ROBO1;PARD3;DOK1,EPHA2;MAPK3;EPHB2;CDK5;SPTAN1;MAPK1;EZR;ACTB;GRB2;SOS1;GAB1;SHC1;ARHGAP35;HSP90AA1
regulation of cell population proliferation (GO:0042127),-0.21574818647455388,-0.7409108689800114,0.8269230769230769,1.0,764,23,CDK2;RBM5;HGS;ERBB3;EGFR;SHC1;LYN;STAT6;TFRC;GAB2;ERBB2;FER;PTK2;TJP1;IRS2;PTPRK;SDCBP;EFNB2;DLG3;FRK;JAK2;SHANK2;PTK2B,EFNB2;DLG3;FRK;JAK2;SHANK2;PTK2B
"regulation of transcription, DNA-templated (GO:0006355)",-0.21311193847930662,-0.7000818818618919,0.8813559322033898,1.0,2244,20,CDK5;EGFR;SHC1;LIMD1;STAT6;CRK;CHMP1A;ERBB2;AFAP1L2;KAT2A;PQBP1;NME2;WWC1;PTPRK;ABL1;MAPK14;HSPA8;NUCKS1;DYRK1A;ATP8B1,DYRK1A;ATP8B1
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),-0.19180584392395983,-0.7856359282318991,0.8870967741935484,1.0,404,56,WASL;EPHA2;MET;AXL;PXN;MAPK3;EPHB2;HNRNPA1;MAPK1;RASA1;ACTB;ARPC3;TNK2;ERBB3;GRB2;SOS1;EGFR;GAB1;SHC1;SHB;LYN;HSP90AA1;PIK3R3;YES1;CRK;ERBB2;FER;BCAR3;BCAR1;MPZL1;PIK3R2;PTK2;PTPN11;NEDD9;EPHB4;SYK;IRS2;GSK3A;SDCBP;MAPK14;SIPA1L1;ESRP2;BAIAP2;EFNB2;TNK1;RAPGEF1;SRC;FRK;EPHB3;JAK2;ANKS1A;GIT1;PTK2B;LCK;BRK1;ELMO2,FRK;EPHB3;JAK2;ANKS1A;GIT1;PTK2B;LCK;BRK1;ELMO2
cytokine-mediated signaling pathway (GO:0019221),-0.18281583540247887,-0.6784167037352247,0.9180327868852459,1.0,621,33,HNRNPA2B1;ANXA1;TCP1;MAPK3;CFL1;ANXA2;INPPL1;TYK2;GRB2;SOS1;RPLP0;SHC1;HSP90AA1;STAT6;GAB2;CRK;PITPNA;FER;PSMA2;PTPN11;SYK;ITGB1;IRS2;PSMC1;HSPA8;PSMB4;RAPGEF1;SRC;LCP1;JAK2;PRKCD;PTK2B;LCK,RAPGEF1;SRC;LCP1;JAK2;PRKCD;PTK2B;LCK
positive regulation of cell migration (GO:0030335),0.1913635967413554,0.6368106480153632,0.9215686274509803,1.0,269,17,MTOR;CLASP2;EPHB2;EGFR;GAB1;PIK3R3;FER;BCAR1;ADAM9;PTK2;TJP1;NEDD9;ITGB1;SDCBP;PFN1;SRC;PTK2B,MTOR;CLASP2;EPHB2
positive regulation of protein kinase B signaling (GO:0051897),0.21467823790556234,0.6945637527627886,0.9302325581395349,1.0,161,17,MET;AXL;ERBB3;GRB2;EGFR;GAB1;HSP90AA1;GAB2;ERBB2;PIK3R2;PTK2;PTPN11;HSP90AB1;ITGB1;IRS2;SRC;LCK,MET;AXL;ERBB3;GRB2;EGFR;GAB1;HSP90AA1
ephrin receptor signaling pathway (GO:0048013),0.1959791152050905,0.6549270702139172,0.9583333333333334,1.0,82,19,WASL;EPHA2;EPHB2;RASA1;ACTB;ARPC3;LYN;YES1;CRK;PTK2;PTPN11;EPHB4;SDCBP;SIPA1L1;EFNB2;SRC;EPHB3;ANKS1A;GIT1,WASL;EPHA2;EPHB2;RASA1;ACTB;ARPC3
