Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
mRNA Processing WP411,-0.4685010787236448,-1.9024178957520812,0.0,0.020328450134584224,126,123,SUPT5H;DNAJC8;PABPN1;RBM5;CELF1;LSM7;SREK1;CD2BP2;SF3A2;PRPF6;POLR2A;SRSF9;U2AF2;SF3B5;RNPS1;SRSF3;LSM2;CPSF4;PTBP2;HNRNPH2;PCBP2;PSKH1;PRPF4;HNRNPA1;SNRPG;SRPK2;SNRNP70;RBM39;CLP1;CLK2;SNRPN;CLK4;PRPF18;NXF1;CDC40;NONO;SNU13;SF3A1;DHX38;CSTF2T;RBM17;SNRPD2;XRN2;PRMT2;NCBP2;SRSF6;RNMT;DHX15;SRSF10;SUGP2;PRPF40A;PRPF3;ENST00000634713.1;SRSF2;HNRNPK;DICER1;SRSF5;YBX1;TMED10;SNRPB;SNRPA;DDX1;HNRNPAB;PRPF8;TRA2B;SRP54;HNRNPU;SF3A3;CPSF1;SNRPB2;EFTUD2;METTL3;SF3B2;SF3B4;SFPQ;CLK1;HNRNPH1;SRPK1;SNRPE;TXNL4A;CLASRP;DHX8;CSTF1;PTBP1;HNRNPC;CSTF3;SPOP;SRSF4;PPM1G;HNRNPM;SNRNP40;PRMT1;NUDT21;CLK3;U2AF1L5;FUS;CSTF2;SNRPD3;RBMX;SF3B1;SRSF7;HNRNPA2B1;SRSF1;DHX16;SNRPF;DDX20;CPSF2;HNRNPL;SFSWAP;HNRNPD;PHF5A;PAPOLA;U2AF1;PRPF4B;RNGTT;SF3B3;SNRPA1;NCBP1;SRRM1;SMC1A;SNRPD1;CPSF3;DHX9,TXNL4A;CLASRP;DHX8;CSTF1;PTBP1;HNRNPC;CSTF3;SPOP;SRSF4;PPM1G;HNRNPM;SNRNP40;PRMT1;NUDT21;CLK3;U2AF1L5;FUS;CSTF2;SNRPD3;RBMX;SF3B1;SRSF7;HNRNPA2B1;SRSF1;DHX16;SNRPF;DDX20;CPSF2;HNRNPL;SFSWAP;HNRNPD;PHF5A;PAPOLA;U2AF1;PRPF4B;RNGTT;SF3B3;SNRPA1;NCBP1;SRRM1;SMC1A;SNRPD1;CPSF3;DHX9
Base Excision Repair WP4752,-0.5552548685857479,-1.877187994434397,0.0,0.020727047196046657,31,31,NEIL2;POLL;OGG1;MUTYH;APEX1;NTHL1;POLD4;POLE4;TDG;XRCC1;MPG;POLB;POLE3;POLD2;APEX2;SMUG1;LIG1;POLD1;MBD4;PNKP;UNG;PARP2;POLD3;PARP1;FEN1;POLE2;LIG3;HMGB1;POLE;NEIL3;PCNA,MBD4;PNKP;UNG;PARP2;POLD3;PARP1;FEN1;POLE2;LIG3;HMGB1;POLE;NEIL3;PCNA
G1 to S cell cycle control WP45,-0.5887028748846689,-1.9166907061801635,0.022727272727272728,0.02119811645050226,64,58,GADD45A;CDKN2B;ATF6B;TFDP2;CDKN2A;TFDP1;MYC;CCNG2;CDKN1C;CDK7;CDKN1B;CREB1;MCM4;CREB3L1;CREB3L4;CREB3;ORC5;CDKN1A;ATM;CCND1;TP53;CCNH;CDK4;WEE1;RPA1;CCNE1;ORC4;MDM2;CDC45;E2F3;ORC2;RB1;CCNB1;MCM7;CDKN2C;MNAT1;PRIM2;ORC6;RPA2;CDK6;CCNE2;CCND3;ORC3;RPA3;CDK1;POLA2;PRIM1;POLE2;MCM5;MCM3;MCM2;POLE;E2F1;PCNA;CDC25A;MCM6;ORC1;CDK2,MDM2;CDC45;E2F3;ORC2;RB1;CCNB1;MCM7;CDKN2C;MNAT1;PRIM2;ORC6;RPA2;CDK6;CCNE2;CCND3;ORC3;RPA3;CDK1;POLA2;PRIM1;POLE2;MCM5;MCM3;MCM2;POLE;E2F1;PCNA;CDC25A;MCM6;ORC1;CDK2
Nucleotide Excision Repair WP4753,-0.5157523073082643,-1.8630670648848093,0.0,0.021374767420923115,44,43,GTF2H5;XPC;POLD4;ERCC6;ERCC2;ERCC1;CDK7;XPA;ERCC3;POLE4;GTF2H4;RAD23A;RFC2;GTF2H3;ERCC8;GTF2H1;CUL4A;CCNH;ERCC4;POLE3;POLD2;RBX1;DDB1;RPA1;CUL4B;LIG1;CETN2;POLD1;RFC4;GTF2H2;MNAT1;DDB2;RFC1;RPA2;RAD23B;POLD3;ERCC5;RPA3;RFC5;POLE2;RFC3;POLE;PCNA,LIG1;CETN2;POLD1;RFC4;GTF2H2;MNAT1;DDB2;RFC1;RPA2;RAD23B;POLD3;ERCC5;RPA3;RFC5;POLE2;RFC3;POLE;PCNA
Amino Acid metabolism WP3925,-0.5237073148456555,-1.7506896898330924,0.0,0.062181141588139976,91,63,DLST;WARS;GSS;HMGCL;CPS1;ACO2;SRM;ALDH7A1;ACSS1;ASS1;OGDH;VARS;HIBADH;ADH5;ACAA1;HIBCH;HNMT;GLS;SDHA;CBS;MPST;MCCC1;OAT;MDH2;AUH;PDHX;ACLY;GLUD1;ASNS;FAH;GLUL;GSR;CS;P4HA2;CAD;ACADM;PYCR1;IDH1;ODC1;LARS2;DLD;MDH1;GPT2;PDHA1;BCAT1;PKM;EHHADH;SUCLG1;ARG2;ALDH18A1;GOT1;HADH;MARS2;LDHA;FH;PC;EPRS;SMS;IARS;RARS;GCLM;GOT2;FARSB,ACLY;GLUD1;ASNS;FAH;GLUL;GSR;CS;P4HA2;CAD;ACADM;PYCR1;IDH1;ODC1;LARS2;DLD;MDH1;GPT2;PDHA1;BCAT1;PKM;EHHADH;SUCLG1;ARG2;ALDH18A1;GOT1;HADH;MARS2;LDHA;FH;PC;EPRS;SMS;IARS;RARS;GCLM;GOT2;FARSB
Proteasome Degradation WP183,-0.5019468597101509,-1.6896417632983125,0.047619047619047616,0.10536248991323717,62,58,PSMB5;HLA-C;PSMB10;UBB;UBC;PSMD2;UBA7;PSMD4;HLA-E;PSMA6;PSMC5;PSMD3;PSME3;PSMB7;ENST00000429645.6;PSMD9;PSMA2;PSMC1;PSMB9;PSMB1;UBE2D2;PSMB4;PSME2;H2AFZ;HLA-A;PSMD8;PSMB6;UBE2B;PSMC2;PSMA7;UBE2D1;PSMD13;UCHL1;HLA-B;NEDD4;PSMD12;UCHL3;PSMC3;PSME1;PSMB3;PSMD10;PSMA1;PSMC6;RPN1;PSMC4;PSMD7;H2AFX;PSMA3;RPN2;PSMD11;PSMA5;PSMD1;UBE2D3;UBA1;PSMD5;PSMB2;PSMD6;PSMA4,PSMC3;PSME1;PSMB3;PSMD10;PSMA1;PSMC6;RPN1;PSMC4;PSMD7;H2AFX;PSMA3;RPN2;PSMD11;PSMA5;PSMD1;UBE2D3;UBA1;PSMD5;PSMB2;PSMD6;PSMA4
SREBF and miR33 in cholesterol and lipid homeostasis WP2011,-0.6800689176664699,-1.6730728980454084,0.0,0.11290786235741204,16,15,PPARA;MED15;SIRT6;SREBF2;SIRT1;SREBF1;ABCA1;MTOR;PRKAA1;SCD;FASN;LDLR;HMGCS1;HMGCR;NR1H3,MTOR;PRKAA1;SCD;FASN;LDLR;HMGCS1;HMGCR;NR1H3
DNA damage response WP707,-0.43675312822257195,-1.6670400529176983,0.0,0.11658964047776245,68,59,GADD45A;PML;BBC3;RAD9A;GADD45B;CDK5;MYC;RAD52;TNFRSF10B;PIDD1;BAX;CASP3;PMAIP1;CHEK1;CDKN1B;TLK2;CREB1;CDKN1A;ATM;RAD17;TLK1;RAD51;CCND1;TP53;CASP9;CASP8;RAD1;FANCD2;ABL1;NBN;CDK4;CHEK2;MRE11;SFN;CCNE1;ATR;CYCS;BID;MDM2;RAD50;RB1;CCNB1;CDC25C;H2AFX;RRM2B;DDB2;RFC1;RPA2;CDK6;CCNB2;CCNE2;CCND3;CDK1;E2F1;SMC1A;BRCA1;CDC25A;PRKDC;CDK2,CHEK2;MRE11;SFN;CCNE1;ATR;CYCS;BID;MDM2;RAD50;RB1;CCNB1;CDC25C;H2AFX;RRM2B;DDB2;RFC1;RPA2;CDK6;CCNB2;CCNE2;CCND3;CDK1;E2F1;SMC1A;BRCA1;CDC25A;PRKDC;CDK2
Purine metabolism and related disorders WP4224,-0.5385925260018017,-1.6370213983484232,0.0425531914893617,0.1377877569282647,22,19,ITPA;APRT;PRPS1;ADA;AOX1;DGUOK;IMPDH1;ADSL;PAICS;MAT2A;TPMT;ADSS;PFAS;PPAT;RRM2B;PNP;GART;ATIC;HPRT1,PAICS;MAT2A;TPMT;ADSS;PFAS;PPAT;RRM2B;PNP;GART;ATIC;HPRT1
Circadian rhythm related genes WP3594,-0.3813506984110438,-1.6264769142305056,0.0,0.14125933252088319,201,121,SIK1;ENST00000634790.2;PML;RELB;JUND;OPN3;SLC9A3;RAI1;HEBP1;ZFHX3;CRTC1;CPT1A;UBC;MTA1;HDAC3;CCAR2;GNA11;DYRK1A;NR2F6;PPARA;CST3;GHRL;NR1D1;NPAS2;PPP1CB;SERPINE1;CLDN4;UTS2;THRAP3;CIPC;IL6;PER2;CREB1;DBP;CRY2;JUN;ARNT2;PSPC1;ID4;NAGLU;ADA;NONO;CUL1;NRIP1;FBXL3;SIRT1;SREBF1;CSNK1D;PHLPP1;NOCT;FBXW11;OGT;HDAC1;UBA52;NR1D2;TP53;EGR1;NCOA2;BHLHE41;RBM4B;NCOR1;BTRC;RBM4;BHLHE40;SIN3A;EP300;KDM5A;ATF5;UBE3A;LGR4;CAVIN3;PPARG;NFIL3;ATF4;MAGED1;KCNMA1;MAPK9;HNRNPU;CDK4;ARNTL2;NAMPT;PTGDS;METTL3;MYBBP1A;MAPK8;SFPQ;GSK3B;PRKAA1;HDAC2;KLF10;ARNT;GNAQ;TOP1;CREM;RPS27A;HOMER1;CRY1;PRKCG;SUV39H1;DDX5;SKP1;KMT2A;SETX;PPP1CA;EZH2;CSNK1E;TIMELESS;GFPT1;CLOCK;ROCK2;TNFRSF11A;AHCY;PRMT5;HNRNPD;PPP1CC;SUV39H2;TYMS;TOP2A;PRKDC;DHX9;NR1H3,PRKAA1;HDAC2;KLF10;ARNT;GNAQ;TOP1;CREM;RPS27A;HOMER1;CRY1;PRKCG;SUV39H1;DDX5;SKP1;KMT2A;SETX;PPP1CA;EZH2;CSNK1E;TIMELESS;GFPT1;CLOCK;ROCK2;TNFRSF11A;AHCY;PRMT5;HNRNPD;PPP1CC;SUV39H2;TYMS;TOP2A;PRKDC;DHX9;NR1H3
Trans-sulfuration and one-carbon metabolism WP2525,-0.5513103948162305,-1.6381373713072391,0.0,0.14360882700118038,31,26,PSAT1;DNMT3L;GSS;MTHFR;DNMT3A;DHFR2;DNMT1;SHMT2;CBS;MTR;GCLC;MTHFD1;PSPH;MAT2A;AHCYL1;AHCYL2;PHGDH;MTHFD1L;SHMT1;MAT2B;MTHFD2;MTHFD2L;AHCY;TYMS;GCLM;DHFR,MAT2A;AHCYL1;AHCYL2;PHGDH;MTHFD1L;SHMT1;MAT2B;MTHFD2;MTHFD2L;AHCY;TYMS;GCLM;DHFR
NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence WP5046,-0.5323546710771557,-1.6091992347631672,0.027777777777777776,0.1619300562191145,24,21,G6PD;SIRT5;NMNAT2;IL6;SCO2;SIRT2;HMGA1;SIRT1;SIRT3;TP53;RELA;MDH2;NAMPT;SLC2A1;MDH1;PRKAA1;RB1;ELAVL1;GOT1;PARP1;GOT2,NAMPT;SLC2A1;MDH1;PRKAA1;RB1;ELAVL1;GOT1;PARP1;GOT2
miRNA regulation of DNA damage response WP1530,-0.4206662037670689,-1.5977327931153138,0.0,0.17099813936738492,71,61,GADD45A;CCNG1;PML;BBC3;RAD9A;GADD45B;CDK5;MYC;RAD52;TNFRSF10B;PIDD1;BAX;CASP3;PMAIP1;CHEK1;CDKN1B;TLK2;CREB1;CDKN1A;ATM;RAD17;TLK1;RAD51;CCND1;TP53;CASP9;CASP8;RAD1;FANCD2;ABL1;NBN;CDK4;CHEK2;MRE11;SFN;CCNE1;ATR;CYCS;BID;MDM2;RAD50;RB1;CCNB1;MCM7;CDC25C;H2AFX;RRM2B;DDB2;RFC1;RPA2;CDK6;CCNB2;CCNE2;CCND3;CDK1;E2F1;SMC1A;BRCA1;CDC25A;PRKDC;CDK2,MRE11;SFN;CCNE1;ATR;CYCS;BID;MDM2;RAD50;RB1;CCNB1;MCM7;CDC25C;H2AFX;RRM2B;DDB2;RFC1;RPA2;CDK6;CCNB2;CCNE2;CCND3;CDK1;E2F1;SMC1A;BRCA1;CDC25A;PRKDC;CDK2
Pathogenic Escherichia coli infection WP2272,-0.4408924736756825,-1.5456942785530885,0.08163265306122448,0.2441185558645495,55,41,ARPC5;ARHGEF2;ACTG1;FYN;NCK1;CTNNB1;TUBA1A;KRT18;TUBB6;EZR;CTTN;CLDN1;TUBB3;NCK2;ARPC4;YWHAZ;OCLN;CDC42;ARPC5L;ARPC1B;TUBA1C;PRKCA;ABL1;ACTB;LY96;YWHAQ;CDH1;TUBB2A;ARPC1A;NCL;ITGB1;ARPC3;RHOA;ROCK1;TUBA4A;WASL;TUBB4B;ROCK2;ARPC2;TUBA1B;TUBB,CDH1;TUBB2A;ARPC1A;NCL;ITGB1;ARPC3;RHOA;ROCK1;TUBA4A;WASL;TUBB4B;ROCK2;ARPC2;TUBA1B;TUBB
DNA IR-double strand breaks and cellular response via ATM WP3959,-0.4134077239700904,-1.5494235003312682,0.023809523809523808,0.2475287751681726,55,52,RAD9A;TP53BP1;ACTL6A;CDKN2A;TRIM28;TERF2;CDK5;BAK1;UPF1;DCLRE1C;RAD52;BAX;CASP3;CHEK1;KAT5;RASSF1;BLM;ATF2;NABP2;YAP1;ATM;RAD17;RAD51;LATS1;TP53;ENST00000643217.1;CASP9;RNF8;FANCD2;ABL1;NBN;RIF1;CHEK2;MRE11;ATR;BID;MDM2;RAD50;TRAF6;STK3;SMC3;CDC25C;H2AFX;PARP1;BRCA2;MDC1;EXO1;E2F1;SMC1A;BRCA1;PCNA;PRKDC,BID;MDM2;RAD50;TRAF6;STK3;SMC3;CDC25C;H2AFX;PARP1;BRCA2;MDC1;EXO1;E2F1;SMC1A;BRCA1;PCNA;PRKDC
G13 Signaling Pathway WP524,-0.4545955619094032,-1.5166826610361415,0.02040816326530612,0.2942500450153052,39,32,PKN1;PIK3CD;RTKN;ARHGEF1;TNK2;CYFIP1;PPP1CB;SH3RF1;LIMK1;CFL1;ARHGDIB;RPS6KB1;CDC42;GNA13;RHPN2;PIK3R2;CALM2;RAC1;CALM1;ARHGDIG;PIK3CA;RHOA;ROCK1;PFN1;DIAPH1;WASL;CFL2;PIK3CB;ROCK2;IQGAP1;PIP4K2A;CIT,RHOA;ROCK1;PFN1;DIAPH1;WASL;CFL2;PIK3CB;ROCK2;IQGAP1;PIP4K2A;CIT
Fluoropyrimidine Activity WP1601,-0.45346675310282725,-1.4924733226012628,0.06521739130434782,0.34038814576266274,33,28,TYMP;CES2;ENST00000561966.2;CDA;MTHFR;ERCC2;FPGS;RRM2;TP53;TDG;UPP1;ABCC3;ABCG2;UMPS;ABCC5;XRCC3;UCK1;ABCC4;UCK2;SMUG1;SLC29A1;TK1;PPAT;GGH;DPYD;TYMS;DHFR;RRM1,GGH;DPYD;TYMS;DHFR;RRM1
ATM Signaling Pathway WP2516,-0.44099364551314035,-1.4842366934892637,0.045454545454545456,0.345623511994078,40,38,GADD45A;RAD9A;TP53BP1;RIPK1;PIDD1;NFKBIA;IKBKG;CHEK1;CREB1;JUN;ATF2;MDM4;CDKN1A;ATM;TLK1;RAD51;TP53;FANCD2;ABL1;NBN;MAPK9;CHEK2;MRE11;CCNE1;CRADD;BID;MDM2;RAD50;CCNB1;CDC25C;H2AFX;CASP2;CDK1;MDC1;SMC1A;BRCA1;CDC25A;CDK2,CHEK2;MRE11;CCNE1;CRADD;BID;MDM2;RAD50;CCNB1;CDC25C;H2AFX;CASP2;CDK1;MDC1;SMC1A;BRCA1;CDC25A;CDK2
